,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Serbia,27.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Serbia and Montenegro,2653.0,4.0,,54.0,3.0,238.0,24.0,51.0,8.0,6.0,158.0,44.0,0.0,6.0,6.0,279.0,20.0,12.0,9.0,18.0,4.0,3.0,26.0,47.0,223.0,18.0,0.0,38.0,0.0,,28.0,7.0,133.0,3.0,750.0,29.0,5.0,65.0,6.0,17.0,48.0,,3.0,5.0,3.0,14.0,80.0,0.0,0.0,16.0,,34.0,26.0,3.0,46.0,0.0,28
Seychelles,12.0,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Sierra Leone,1878.0,3.0,0.0,17.0,,100.0,11.0,6.0,18.0,20.0,31.0,103.0,0.0,,0.0,25.0,6.0,9.0,,7.0,,0.0,380.0,75.0,33.0,42.0,,25.0,,,,5.0,127.0,,175.0,26.0,4.0,88.0,3.0,5.0,149.0,0.0,,3.0,,10.0,120.0,0.0,0.0,6.0,0.0,176.0,28.0,3.0,4.0,0.0,21
Singapore,336.0,0.0,0.0,5.0,0.0,122.0,4.0,3.0,3.0,0.0,9.0,5.0,,4.0,,8.0,0.0,,3.0,,3.0,0.0,6.0,8.0,3.0,4.0,0.0,,0.0,0.0,5.0,,18.0,0.0,26.0,,0.0,6.0,,6.0,12.0,0.0,,,0.0,,32.0,0.0,0.0,,0.0,7.0,14.0,,,0.0,0
Slovakia,485.0,,,7.0,,49.0,20.0,18.0,3.0,0.0,52.0,12.0,0.0,,,36.0,3.0,,3.0,,,0.0,9.0,8.0,12.0,5.0,,,0.0,3.0,,5.0,88.0,0.0,60.0,,0.0,6.0,,,29.0,0.0,,,0.0,,6.0,0.0,0.0,,,11.0,6.0,,0.0,0.0,4
Slovenia,64.0,0.0,0.0,,0.0,14.0,,,0.0,,8.0,0.0,0.0,0.0,,3.0,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,6.0,,0.0,,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0
Solomon Islands,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Somalia,5728.0,0.0,17.0,134.0,,323.0,78.0,12.0,0.0,,14.0,178.0,0.0,,24.0,127.0,29.0,14.0,12.0,56.0,6.0,136.0,33.0,159.0,58.0,2021.0,0.0,81.0,0.0,64.0,18.0,10.0,,,77.0,52.0,20.0,612.0,0.0,93.0,31.0,0.0,0.0,3.0,4.0,151.0,141.0,,0.0,65.0,18.0,134.0,617.0,0.0,57.0,0.0,42
South Africa,2550.0,8.0,7.0,73.0,4.0,403.0,60.0,44.0,8.0,7.0,259.0,228.0,,11.0,5.0,83.0,21.0,18.0,12.0,12.0,11.0,3.0,61.0,69.0,35.0,21.0,13.0,17.0,,6.0,26.0,6.0,82.0,10.0,108.0,94.0,3.0,44.0,10.0,24.0,82.0,0.0,4.0,23.0,6.0,42.0,263.0,0.0,0.0,22.0,6.0,75.0,79.0,5.0,29.0,,4
"Soviet Union, former",2954.0,11.0,7.0,33.0,7.0,466.0,53.0,44.0,4.0,,170.0,63.0,,5.0,6.0,117.0,16.0,4.0,10.0,13.0,,8.0,100.0,88.0,49.0,38.0,7.0,15.0,,9.0,14.0,14.0,184.0,21.0,716.0,45.0,0.0,53.0,7.0,50.0,87.0,0.0,5.0,19.0,7.0,13.0,114.0,0.0,0.0,13.0,5.0,70.0,127.0,4.0,21.0,0.0,15
Spain,1115.0,4.0,5.0,14.0,,151.0,11.0,15.0,,13.0,211.0,24.0,,7.0,3.0,32.0,11.0,,,,,0.0,27.0,41.0,14.0,7.0,,13.0,,,7.0,,98.0,3.0,112.0,11.0,,14.0,3.0,14.0,29.0,20.0,,7.0,0.0,9.0,66.0,0.0,0.0,7.0,0.0,30.0,27.0,,7.0,,28
Sri Lanka,1421.0,6.0,0.0,17.0,0.0,334.0,6.0,16.0,,0.0,65.0,27.0,,4.0,3.0,44.0,4.0,5.0,7.0,6.0,,,102.0,64.0,29.0,37.0,3.0,3.0,0.0,4.0,27.0,5.0,93.0,0.0,196.0,22.0,0.0,36.0,5.0,14.0,54.0,0.0,3.0,5.0,4.0,,80.0,0.0,0.0,4.0,0.0,39.0,20.0,,15.0,0.0,4
Sudan,2885.0,17.0,5.0,140.0,,161.0,82.0,24.0,5.0,8.0,90.0,75.0,0.0,,16.0,89.0,27.0,116.0,18.0,18.0,9.0,58.0,74.0,38.0,65.0,108.0,4.0,60.0,0.0,124.0,11.0,37.0,39.0,,176.0,108.0,24.0,46.0,6.0,11.0,112.0,0.0,,12.0,33.0,81.0,262.0,,0.0,40.0,8.0,308.0,98.0,,18.0,0.0,16
Suriname,161.0,,0.0,,0.0,9.0,0.0,,3.0,,47.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,51.0,3.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2
Swaziland,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sweden,774.0,,,7.0,,190.0,27.0,8.0,,7.0,94.0,19.0,0.0,9.0,,15.0,4.0,,4.0,,,,13.0,39.0,8.0,9.0,0.0,4.0,,,7.0,5.0,27.0,4.0,53.0,31.0,0.0,5.0,5.0,9.0,17.0,,0.0,,0.0,5.0,42.0,0.0,,8.0,0.0,26.0,33.0,,10.0,,8
Switzerland,484.0,,,12.0,0.0,115.0,18.0,9.0,,4.0,43.0,8.0,0.0,4.0,,11.0,,0.0,,3.0,,,13.0,25.0,5.0,7.0,0.0,,4.0,0.0,6.0,,27.0,6.0,38.0,6.0,0.0,4.0,4.0,5.0,6.0,3.0,3.0,8.0,0.0,,23.0,0.0,0.0,,,11.0,20.0,,4.0,,2
Syria,2029.0,10.0,0.0,31.0,5.0,586.0,13.0,12.0,,9.0,145.0,24.0,0.0,,0.0,153.0,20.0,4.0,9.0,3.0,16.0,3.0,20.0,75.0,93.0,4.0,3.0,5.0,0.0,3.0,9.0,5.0,98.0,3.0,179.0,26.0,0.0,68.0,21.0,9.0,125.0,0.0,24.0,,0.0,19.0,85.0,0.0,,,,44.0,17.0,15.0,6.0,,21
Taiwan,5621.0,19.0,8.0,58.0,15.0,2683.0,35.0,18.0,8.0,,130.0,116.0,14.0,36.0,3.0,108.0,26.0,8.0,24.0,12.0,13.0,7.0,102.0,100.0,64.0,45.0,3.0,40.0,0.0,,21.0,11.0,228.0,16.0,403.0,66.0,,76.0,12.0,51.0,108.0,0.0,,28.0,,14.0,488.0,0.0,0.0,24.0,,84.0,232.0,5.0,32.0,,15
Tajikistan,178.0,0.0,0.0,,0.0,25.0,8.0,,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,,3.0,0.0,,0.0,,,,10.0,,60.0,0.0,0.0,3.0,,12.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,1
Tanzania,466.0,4.0,0.0,,3.0,51.0,4.0,5.0,4.0,3.0,29.0,28.0,0.0,0.0,0.0,18.0,,3.0,10.0,,0.0,0.0,26.0,26.0,3.0,15.0,0.0,10.0,0.0,,,6.0,20.0,5.0,16.0,14.0,0.0,14.0,,,20.0,0.0,5.0,,,9.0,63.0,0.0,0.0,,0.0,14.0,16.0,0.0,5.0,0.0,1
Thailand,4112.0,19.0,14.0,55.0,15.0,1130.0,63.0,23.0,11.0,6.0,261.0,89.0,11.0,46.0,7.0,112.0,29.0,11.0,19.0,20.0,17.0,17.0,74.0,174.0,50.0,167.0,9.0,50.0,,9.0,104.0,24.0,52.0,20.0,172.0,102.0,,47.0,32.0,73.0,70.0,0.0,14.0,23.0,3.0,30.0,274.0,,,34.0,7.0,147.0,189.0,4.0,144.0,,32
Togo,1253.0,8.0,0.0,16.0,,28.0,13.0,29.0,,7.0,22.0,127.0,0.0,3.0,,104.0,21.0,14.0,4.0,13.0,4.0,,148.0,12.0,5.0,94.0,,15.0,0.0,60.0,3.0,,65.0,0.0,138.0,67.0,6.0,40.0,3.0,6.0,43.0,0.0,,4.0,0.0,6.0,41.0,0.0,0.0,4.0,,44.0,6.0,,13.0,0.0,6
Tonga,208.0,0.0,3.0,6.0,0.0,104.0,,0.0,0.0,0.0,,0.0,,19.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,41.0,0.0,,6.0,0.0,0.0,0.0,4
Trinidad and Tobago,4740.0,19.0,,18.0,5.0,106.0,10.0,51.0,17.0,27.0,820.0,171.0,,6.0,0.0,46.0,19.0,4.0,5.0,14.0,22.0,,298.0,136.0,18.0,14.0,10.0,13.0,0.0,,9.0,0.0,344.0,5.0,1839.0,55.0,0.0,29.0,20.0,3.0,179.0,,9.0,23.0,,14.0,174.0,0.0,21.0,0.0,0.0,98.0,17.0,,8.0,,34
Tunisia,407.0,3.0,,4.0,0.0,60.0,6.0,4.0,0.0,4.0,62.0,12.0,0.0,0.0,0.0,13.0,5.0,0.0,0.0,,0.0,0.0,8.0,5.0,8.0,5.0,,7.0,0.0,0.0,7.0,0.0,13.0,,32.0,7.0,,18.0,0.0,,41.0,0.0,,5.0,0.0,5.0,16.0,0.0,0.0,,0.0,33.0,8.0,,3.0,0.0,2
Turkey,3213.0,11.0,,31.0,,470.0,36.0,67.0,38.0,10.0,247.0,93.0,0.0,4.0,0.0,99.0,26.0,5.0,10.0,10.0,12.0,3.0,60.0,122.0,41.0,14.0,5.0,17.0,5.0,7.0,15.0,17.0,420.0,12.0,523.0,62.0,,50.0,13.0,24.0,148.0,3.0,9.0,15.0,,27.0,169.0,0.0,0.0,8.0,0.0,124.0,70.0,5.0,19.0,,31
Turkmenistan,138.0,0.0,0.0,3.0,0.0,21.0,,3.0,0.0,4.0,14.0,6.0,0.0,0.0,,5.0,,0.0,0.0,0.0,,0.0,7.0,6.0,3.0,,0.0,,0.0,0.0,0.0,,,0.0,23.0,,0.0,4.0,0.0,3.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,3.0,5.0,0.0,9.0,0.0,0
Turks and Caicos Islands,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
U.S. Virgin Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Uganda,637.0,4.0,0.0,13.0,,72.0,19.0,11.0,0.0,,26.0,22.0,0.0,,,17.0,12.0,5.0,,,5.0,0.0,59.0,109.0,9.0,15.0,0.0,5.0,,0.0,,0.0,23.0,,27.0,10.0,0.0,5.0,10.0,3.0,14.0,0.0,,11.0,,7.0,52.0,0.0,0.0,,0.0,29.0,16.0,,8.0,0.0,4
Ukraine,7345.0,15.0,17.0,38.0,8.0,1074.0,112.0,90.0,9.0,13.0,340.0,101.0,0.0,19.0,26.0,596.0,31.0,25.0,14.0,32.0,,9.0,123.0,230.0,110.0,94.0,10.0,69.0,9.0,19.0,40.0,21.0,366.0,10.0,1271.0,98.0,3.0,201.0,32.0,229.0,406.0,0.0,5.0,38.0,13.0,25.0,151.0,0.0,0.0,21.0,,126.0,954.0,4.0,56.0,4.0,28
United Arab Emirates,404.0,6.0,0.0,11.0,0.0,66.0,3.0,3.0,3.0,0.0,29.0,10.0,0.0,0.0,0.0,27.0,,0.0,,0.0,3.0,0.0,10.0,11.0,21.0,7.0,0.0,,0.0,0.0,0.0,,17.0,,22.0,8.0,0.0,11.0,3.0,5.0,17.0,0.0,0.0,,0.0,,73.0,0.0,,0.0,0.0,11.0,8.0,,3.0,0.0,2
United Kingdom,8401.0,45.0,16.0,187.0,22.0,1510.0,176.0,168.0,47.0,37.0,990.0,313.0,4.0,35.0,23.0,252.0,53.0,25.0,26.0,30.0,34.0,25.0,173.0,335.0,181.0,64.0,11.0,51.0,13.0,13.0,75.0,54.0,354.0,41.0,568.0,247.0,5.0,152.0,26.0,98.0,259.0,3.0,39.0,77.0,,69.0,688.0,,6.0,40.0,17.0,295.0,287.0,16.0,56.0,13.0,54
United States,45.0,,,0.0,0.0,9.0,,0.0,0.0,,4.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,0.0,3.0,,0.0,,0.0,,,0.0,0.0,,0.0,,6.0,0.0,0.0,,0.0,,3.0,0.0,0.0,0.0,0
Uruguay,585.0,0.0,0.0,4.0,0.0,38.0,3.0,8.0,0.0,4.0,174.0,40.0,0.0,0.0,0.0,10.0,4.0,0.0,3.0,,,0.0,9.0,25.0,,,,,0.0,0.0,,3.0,84.0,0.0,57.0,3.0,0.0,4.0,,,13.0,6.0,,6.0,,,28.0,0.0,0.0,10.0,,17.0,5.0,0.0,,0.0,6
Uzbekistan,1472.0,4.0,,15.0,,185.0,30.0,11.0,,,75.0,41.0,,,14.0,45.0,4.0,,4.0,11.0,,0.0,56.0,36.0,11.0,6.0,,13.0,,3.0,4.0,,67.0,3.0,510.0,8.0,4.0,31.0,6.0,18.0,86.0,0.0,,6.0,0.0,9.0,27.0,0.0,0.0,3.0,0.0,27.0,72.0,0.0,6.0,0.0,3
Vanuatu,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Venezuela,5243.0,17.0,4.0,39.0,6.0,219.0,46.0,39.0,13.0,7.0,2596.0,187.0,,8.0,5.0,68.0,29.0,6.0,21.0,18.0,39.0,,62.0,93.0,30.0,29.0,4.0,30.0,,6.0,20.0,7.0,149.0,4.0,245.0,111.0,0.0,59.0,32.0,13.0,77.0,62.0,13.0,30.0,0.0,36.0,532.0,0.0,,48.0,0.0,82.0,47.0,4.0,18.0,,27
Vietnam,19313.0,99.0,9.0,379.0,81.0,6513.0,266.0,114.0,17.0,15.0,802.0,781.0,9.0,114.0,17.0,297.0,87.0,124.0,158.0,73.0,336.0,36.0,273.0,661.0,203.0,291.0,93.0,223.0,0.0,99.0,125.0,29.0,299.0,83.0,363.0,388.0,8.0,152.0,206.0,317.0,599.0,,16.0,96.0,4.0,136.0,2521.0,0.0,0.0,68.0,12.0,557.0,975.0,17.0,76.0,,92
Western Sahara,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Yemen,1186.0,20.0,,3.0,4.0,202.0,6.0,17.0,14.0,0.0,3.0,8.0,0.0,0.0,0.0,36.0,10.0,0.0,,4.0,16.0,0.0,5.0,4.0,306.0,13.0,11.0,9.0,0.0,,,0.0,11.0,0.0,344.0,25.0,0.0,7.0,0.0,,5.0,0.0,0.0,3.0,0.0,21.0,10.0,0.0,0.0,,0.0,31.0,10.0,,,0.0,16
Zambia,317.0,5.0,,8.0,,31.0,5.0,3.0,,0.0,24.0,25.0,,,,17.0,9.0,,3.0,,0.0,,25.0,7.0,9.0,6.0,0.0,7.0,,,,0.0,9.0,,10.0,5.0,0.0,,,3.0,10.0,0.0,0.0,4.0,0.0,6.0,33.0,0.0,0.0,0.0,0.0,9.0,17.0,3.0,3.0,0.0,1
Zimbabwe,546.0,5.0,,15.0,,47.0,5.0,4.0,4.0,,50.0,36.0,0.0,,,11.0,15.0,0.0,10.0,6.0,,,10.0,21.0,16.0,7.0,,8.0,0.0,3.0,,7.0,10.0,5.0,20.0,23.0,0.0,10.0,,,22.0,0.0,0.0,4.0,,8.0,102.0,0.0,0.0,4.0,,21.0,15.0,,,0.0,1
Unknown,326.0,3.0,0.0,4.0,1.0,53.0,3.0,0.0,0.0,1.0,27.0,2.0,0.0,0.0,0.0,30.0,9.0,0.0,4.0,1.0,7.0,0.0,2.0,1.0,16.0,2.0,2.0,4.0,0.0,1.0,3.0,1.0,14.0,1.0,15.0,9.0,0.0,27.0,3.0,0.0,2.0,4.0,1.0,1.0,0.0,7.0,34.0,0.0,2.0,2.0,0.0,9.0,4.0,0.0,4.0,0.0,10
