,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Holy See,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Honduras,6448.0,19.0,4.0,58.0,30.0,881.0,51.0,59.0,5.0,20.0,1201.0,120.0,0.0,0.0,4.0,132.0,42.0,22.0,26.0,20.0,303.0,4.0,198.0,146.0,36.0,30.0,15.0,53.0,3.0,29.0,49.0,11.0,356.0,13.0,805.0,187.0,,42.0,23.0,33.0,59.0,11.0,10.0,34.0,3.0,71.0,768.0,0.0,0.0,34.0,,323.0,53.0,4.0,44.0,,0
Hong Kong,2432.0,3.0,0.0,15.0,,1112.0,12.0,17.0,,,33.0,22.0,4.0,40.0,,60.0,5.0,,6.0,4.0,8.0,,50.0,90.0,17.0,27.0,3.0,7.0,,,24.0,5.0,87.0,7.0,434.0,21.0,,19.0,5.0,20.0,33.0,,3.0,4.0,,8.0,90.0,0.0,,15.0,,17.0,80.0,0.0,5.0,0.0,0
Hungary,1022.0,,0.0,15.0,0.0,166.0,13.0,19.0,3.0,,211.0,15.0,0.0,,,20.0,,4.0,,,,3.0,17.0,15.0,7.0,11.0,,14.0,3.0,,19.0,3.0,63.0,4.0,172.0,16.0,0.0,27.0,4.0,7.0,17.0,,,6.0,,14.0,52.0,0.0,0.0,,,22.0,23.0,0.0,14.0,0.0,0
Iceland,105.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,25.0,7.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,,,0.0,,,18.0,,,,,,,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,3.0,0.0,0
India,69162.0,361.0,24.0,805.0,239.0,15099.0,413.0,1007.0,346.0,41.0,2019.0,2436.0,5.0,24.0,50.0,4845.0,705.0,262.0,399.0,336.0,259.0,51.0,1750.0,2067.0,1697.0,725.0,199.0,544.0,10.0,124.0,279.0,226.0,8123.0,107.0,5116.0,1370.0,57.0,1418.0,292.0,462.0,2510.0,10.0,77.0,356.0,18.0,644.0,5777.0,3.0,16.0,171.0,26.0,2613.0,1957.0,59.0,624.0,9.0,0
Indonesia,3032.0,14.0,,40.0,19.0,1190.0,80.0,21.0,3.0,7.0,79.0,74.0,,22.0,,66.0,22.0,10.0,15.0,12.0,20.0,3.0,109.0,35.0,34.0,21.0,7.0,6.0,,5.0,32.0,39.0,87.0,10.0,216.0,30.0,,28.0,21.0,24.0,145.0,0.0,3.0,4.0,,17.0,225.0,,,13.0,0.0,60.0,132.0,3.0,15.0,3.0,0
Iran,14182.0,51.0,3.0,207.0,14.0,7840.0,113.0,78.0,11.0,56.0,356.0,336.0,,18.0,26.0,294.0,50.0,9.0,69.0,61.0,31.0,18.0,472.0,223.0,139.0,60.0,10.0,58.0,,16.0,105.0,12.0,176.0,31.0,375.0,123.0,17.0,105.0,79.0,103.0,106.0,6.0,11.0,34.0,3.0,122.0,1073.0,0.0,0.0,65.0,,630.0,298.0,20.0,64.0,,0
Iraq,19855.0,104.0,,1221.0,14.0,4691.0,323.0,72.0,,31.0,325.0,365.0,0.0,8.0,243.0,1142.0,52.0,121.0,84.0,261.0,60.0,88.0,248.0,492.0,3591.0,144.0,21.0,304.0,5.0,116.0,117.0,67.0,157.0,64.0,369.0,291.0,133.0,320.0,58.0,161.0,326.0,0.0,40.0,49.0,50.0,423.0,1591.0,0.0,0.0,193.0,26.0,886.0,294.0,8.0,101.0,,0
Ireland,1507.0,4.0,,24.0,5.0,216.0,25.0,23.0,,7.0,79.0,24.0,,,0.0,92.0,13.0,3.0,7.0,9.0,,4.0,22.0,171.0,13.0,19.0,0.0,11.0,,5.0,6.0,5.0,50.0,5.0,354.0,17.0,0.0,20.0,4.0,21.0,55.0,0.0,5.0,14.0,4.0,9.0,52.0,,0.0,4.0,3.0,31.0,51.0,3.0,6.0,,0
Israel,4515.0,9.0,3.0,51.0,3.0,1026.0,37.0,41.0,6.0,19.0,443.0,81.0,0.0,11.0,0.0,172.0,30.0,12.0,9.0,7.0,33.0,,118.0,132.0,54.0,36.0,7.0,43.0,,3.0,102.0,19.0,303.0,7.0,954.0,58.0,0.0,92.0,6.0,29.0,82.0,5.0,12.0,23.0,,32.0,220.0,0.0,,7.0,,57.0,84.0,,30.0,0.0,0
Italy,2579.0,8.0,6.0,32.0,8.0,474.0,28.0,52.0,3.0,30.0,327.0,53.0,9.0,10.0,4.0,80.0,22.0,4.0,5.0,3.0,13.0,5.0,49.0,108.0,47.0,17.0,3.0,23.0,,0.0,22.0,4.0,127.0,6.0,460.0,44.0,,31.0,7.0,10.0,72.0,25.0,8.0,20.0,,16.0,126.0,,0.0,16.0,4.0,77.0,56.0,,18.0,0.0,0
Jamaica,19825.0,54.0,8.0,56.0,7.0,289.0,68.0,976.0,77.0,53.0,5499.0,851.0,0.0,5.0,4.0,193.0,35.0,8.0,5.0,14.0,43.0,32.0,702.0,569.0,103.0,48.0,64.0,86.0,4.0,6.0,20.0,37.0,1275.0,,6844.0,185.0,,117.0,20.0,18.0,599.0,,34.0,124.0,9.0,35.0,279.0,,12.0,12.0,19.0,240.0,25.0,17.0,38.0,,0
Japan,6264.0,28.0,15.0,68.0,14.0,1867.0,105.0,61.0,9.0,20.0,200.0,118.0,55.0,392.0,15.0,173.0,53.0,22.0,31.0,46.0,29.0,14.0,91.0,164.0,135.0,51.0,11.0,55.0,12.0,15.0,69.0,10.0,178.0,22.0,709.0,88.0,3.0,109.0,29.0,112.0,127.0,0.0,5.0,37.0,8.0,50.0,239.0,4.0,25.0,51.0,9.0,136.0,307.0,9.0,53.0,6.0,0
Jordan,3868.0,44.0,3.0,76.0,15.0,589.0,28.0,11.0,5.0,3.0,192.0,46.0,0.0,,14.0,451.0,46.0,17.0,32.0,55.0,81.0,3.0,56.0,78.0,192.0,27.0,12.0,56.0,0.0,4.0,12.0,7.0,220.0,9.0,255.0,96.0,5.0,225.0,13.0,13.0,70.0,8.0,,22.0,0.0,114.0,379.0,0.0,14.0,23.0,0.0,146.0,51.0,4.0,42.0,0.0,0
Kazakhstan,1282.0,7.0,4.0,10.0,3.0,172.0,35.0,14.0,6.0,10.0,77.0,22.0,0.0,4.0,6.0,40.0,15.0,3.0,4.0,8.0,4.0,10.0,42.0,50.0,18.0,18.0,,13.0,4.0,,6.0,6.0,50.0,,226.0,18.0,0.0,29.0,4.0,23.0,54.0,,,7.0,,16.0,77.0,0.0,0.0,10.0,,55.0,80.0,,11.0,,0
Kenya,7421.0,140.0,,112.0,17.0,458.0,82.0,28.0,153.0,32.0,134.0,356.0,0.0,5.0,20.0,100.0,135.0,79.0,211.0,84.0,18.0,71.0,326.0,474.0,83.0,792.0,8.0,211.0,3.0,52.0,25.0,45.0,363.0,10.0,228.0,255.0,28.0,188.0,44.0,43.0,268.0,0.0,22.0,39.0,,91.0,938.0,3.0,0.0,50.0,14.0,163.0,362.0,3.0,46.0,4.0,0
Kiribati,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Korea, North",35.0,0.0,0.0,3.0,0.0,12.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0
"Korea, South",22227.0,259.0,86.0,213.0,56.0,7467.0,257.0,119.0,26.0,18.0,363.0,940.0,69.0,242.0,17.0,785.0,138.0,63.0,92.0,90.0,70.0,19.0,780.0,326.0,317.0,163.0,33.0,142.0,,34.0,159.0,26.0,1674.0,34.0,2087.0,260.0,12.0,233.0,78.0,153.0,509.0,,24.0,85.0,14.0,170.0,1280.0,9.0,14.0,76.0,10.0,1135.0,871.0,12.0,104.0,8.0,0
Kosovo,355.0,0.0,,6.0,0.0,9.0,,14.0,0.0,4.0,16.0,15.0,0.0,0.0,0.0,23.0,,8.0,0.0,8.0,0.0,0.0,3.0,5.0,11.0,,0.0,8.0,0.0,,,,21.0,,119.0,5.0,,,,,14.0,0.0,0.0,0.0,,,18.0,,0.0,,0.0,9.0,4.0,,8.0,0.0,0
Kuwait,1037.0,12.0,,22.0,,149.0,9.0,11.0,3.0,3.0,46.0,32.0,0.0,,9.0,63.0,18.0,9.0,9.0,12.0,15.0,4.0,16.0,20.0,48.0,17.0,4.0,9.0,0.0,3.0,4.0,4.0,40.0,,69.0,31.0,0.0,50.0,7.0,14.0,18.0,0.0,,6.0,,29.0,126.0,0.0,6.0,6.0,0.0,37.0,19.0,,14.0,,0
Kyrgyzstan,507.0,,3.0,7.0,,66.0,14.0,3.0,0.0,4.0,18.0,,0.0,,0.0,11.0,,0.0,3.0,3.0,7.0,,13.0,17.0,6.0,12.0,0.0,8.0,,,6.0,,22.0,0.0,90.0,12.0,,16.0,3.0,24.0,27.0,,0.0,6.0,0.0,,22.0,4.0,0.0,7.0,0.0,21.0,27.0,,,3.0,0
Laos,1200.0,,21.0,4.0,17.0,217.0,10.0,25.0,0.0,0.0,35.0,25.0,,19.0,4.0,25.0,7.0,20.0,19.0,0.0,15.0,,4.0,26.0,18.0,219.0,,10.0,,5.0,10.0,,3.0,,26.0,38.0,0.0,20.0,7.0,12.0,17.0,0.0,17.0,5.0,0.0,31.0,67.0,0.0,0.0,12.0,0.0,19.0,42.0,,117.0,0.0,0
Latvia,435.0,3.0,,4.0,0.0,50.0,5.0,9.0,3.0,0.0,32.0,23.0,0.0,,0.0,33.0,,0.0,0.0,,,0.0,12.0,21.0,4.0,12.0,,5.0,0.0,,0.0,,26.0,,70.0,5.0,0.0,11.0,5.0,10.0,17.0,0.0,,5.0,0.0,6.0,17.0,0.0,0.0,,0.0,9.0,11.0,0.0,12.0,0.0,0
Lebanon,3487.0,15.0,,33.0,7.0,640.0,26.0,28.0,3.0,12.0,182.0,48.0,0.0,,,87.0,23.0,13.0,17.0,13.0,26.0,7.0,37.0,262.0,731.0,33.0,,21.0,0.0,5.0,19.0,21.0,116.0,9.0,199.0,57.0,7.0,146.0,20.0,13.0,66.0,,22.0,9.0,3.0,25.0,284.0,,0.0,11.0,0.0,117.0,45.0,6.0,12.0,,0
Lesotho,23.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,4.0,0.0,,0.0,0
Liberia,4837.0,22.0,,105.0,4.0,117.0,29.0,44.0,59.0,7.0,46.0,230.0,,,4.0,75.0,47.0,146.0,11.0,37.0,12.0,0.0,327.0,165.0,63.0,693.0,0.0,61.0,,13.0,11.0,14.0,342.0,3.0,283.0,171.0,36.0,85.0,20.0,22.0,818.0,0.0,202.0,17.0,33.0,38.0,241.0,0.0,0.0,20.0,,108.0,21.0,7.0,21.0,,0
Libya,355.0,,0.0,,,51.0,14.0,8.0,,3.0,16.0,10.0,0.0,0.0,,9.0,,,,3.0,9.0,,,6.0,19.0,8.0,0.0,11.0,0.0,0.0,6.0,0.0,11.0,3.0,31.0,3.0,0.0,14.0,6.0,3.0,8.0,0.0,0.0,0.0,0.0,12.0,26.0,0.0,0.0,,0.0,16.0,18.0,8.0,6.0,0.0,0
Liechtenstein,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lithuania,985.0,,0.0,4.0,0.0,83.0,11.0,19.0,,3.0,83.0,15.0,0.0,,,378.0,10.0,3.0,3.0,,4.0,3.0,14.0,46.0,15.0,10.0,0.0,8.0,,0.0,13.0,6.0,49.0,,80.0,9.0,,18.0,,5.0,23.0,,0.0,3.0,,4.0,15.0,0.0,0.0,3.0,0.0,12.0,8.0,,9.0,0.0,0
Luxembourg,22.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Macau,143.0,0.0,0.0,0.0,,84.0,,0.0,0.0,,0.0,0.0,,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,0.0,0.0,13.0,0.0,0.0,0.0,0
Macedonia,963.0,0.0,17.0,15.0,4.0,31.0,6.0,57.0,0.0,0.0,69.0,5.0,0.0,0.0,0.0,191.0,44.0,10.0,0.0,,0.0,,6.0,15.0,60.0,,,11.0,0.0,,3.0,,172.0,0.0,130.0,10.0,0.0,22.0,,,12.0,0.0,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,3.0,,28.0,0.0,0
Madagascar,80.0,0.0,0.0,0.0,,4.0,,0.0,0.0,7.0,,4.0,0.0,,,3.0,,0.0,,0.0,,0.0,7.0,,0.0,4.0,0.0,,0.0,0.0,0.0,,,0.0,10.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,4.0,0.0,,,0.0,0.0,,0.0,11.0,,0.0,0.0,0.0,0
Malawi,164.0,,0.0,,,16.0,4.0,,0.0,,4.0,15.0,0.0,0.0,0.0,5.0,13.0,0.0,6.0,,0.0,0.0,12.0,4.0,14.0,,,3.0,,5.0,,0.0,,0.0,7.0,4.0,0.0,4.0,,0.0,6.0,0.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,,0.0,5.0,,0.0,,,0
Malaysia,1714.0,5.0,,16.0,7.0,335.0,11.0,15.0,3.0,6.0,58.0,68.0,,15.0,,52.0,66.0,21.0,22.0,6.0,8.0,,51.0,38.0,31.0,29.0,4.0,20.0,,8.0,10.0,,61.0,3.0,281.0,32.0,0.0,19.0,32.0,15.0,23.0,0.0,,9.0,0.0,22.0,185.0,0.0,,9.0,,41.0,52.0,0.0,12.0,,0
Maldives,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mali,528.0,0.0,,5.0,0.0,10.0,15.0,0.0,0.0,5.0,,23.0,0.0,0.0,0.0,3.0,14.0,,,,8.0,,31.0,,8.0,,,,,,,0.0,15.0,0.0,232.0,8.0,0.0,29.0,,0.0,44.0,0.0,8.0,,0.0,6.0,17.0,0.0,0.0,,,5.0,17.0,0.0,3.0,0.0,0
Malta,74.0,0.0,0.0,,,6.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,,,3.0,0.0,,0.0,,,,5.0,4.0,0.0,0.0,0.0,0.0,,0.0,,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,0
Marshall Islands,37.0,0.0,0.0,,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,,3.0,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0
Martinique,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0
Mauritania,495.0,0.0,,3.0,0.0,3.0,21.0,,0.0,,,8.0,0.0,0.0,0.0,14.0,13.0,0.0,0.0,23.0,3.0,0.0,18.0,,13.0,0.0,3.0,12.0,0.0,0.0,3.0,,3.0,,132.0,3.0,0.0,132.0,,,13.0,0.0,,0.0,0.0,27.0,11.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,,0.0,0
Mauritius,84.0,,0.0,,0.0,8.0,,0.0,0.0,,10.0,5.0,,,,,0.0,0.0,,,0.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,3.0,,,3.0,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,,0.0,6.0,,0.0,0.0,0.0,0
Mexico,139120.0,369.0,65.0,7690.0,897.0,50645.0,3117.0,222.0,166.0,47.0,3113.0,2422.0,,71.0,727.0,7399.0,1216.0,845.0,1548.0,343.0,401.0,30.0,547.0,230.0,924.0,652.0,217.0,652.0,25.0,900.0,2586.0,52.0,948.0,1840.0,2437.0,1795.0,18.0,507.0,1307.0,1507.0,670.0,80.0,47.0,435.0,41.0,959.0,32811.0,8.0,0.0,1308.0,,867.0,2181.0,20.0,1117.0,93.0,0
"Micronesia, Federated States",10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Moldova,1981.0,21.0,12.0,18.0,0.0,344.0,19.0,11.0,,4.0,118.0,62.0,0.0,,3.0,64.0,8.0,3.0,8.0,,6.0,3.0,32.0,167.0,10.0,32.0,4.0,6.0,4.0,4.0,29.0,3.0,52.0,,174.0,64.0,,27.0,4.0,33.0,55.0,0.0,,11.0,,41.0,41.0,0.0,0.0,12.0,12.0,53.0,386.0,0.0,7.0,,0
Monaco,12.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0
Mongolia,594.0,0.0,3.0,,0.0,171.0,53.0,,0.0,3.0,9.0,,0.0,6.0,3.0,77.0,8.0,0.0,3.0,3.0,3.0,0.0,12.0,4.0,,,0.0,4.0,0.0,,5.0,0.0,6.0,,17.0,4.0,0.0,4.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,,21.0,0.0,97.0,33.0,,10.0,0.0,0
Montenegro,120.0,0.0,0.0,0.0,,,0.0,3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,0.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
Montserrat,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Morocco,5013.0,22.0,0.0,29.0,4.0,267.0,82.0,148.0,18.0,36.0,540.0,93.0,0.0,,0.0,204.0,42.0,10.0,19.0,37.0,14.0,10.0,95.0,601.0,52.0,47.0,15.0,19.0,,7.0,18.0,12.0,319.0,5.0,702.0,195.0,0.0,153.0,45.0,14.0,277.0,,25.0,48.0,,27.0,220.0,0.0,0.0,9.0,,453.0,44.0,3.0,26.0,0.0,0
Mozambique,53.0,0.0,0.0,,0.0,12.0,0.0,,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,,,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0
Namibia,60.0,0.0,0.0,,3.0,6.0,0.0,4.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,3.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,,,,,0.0,0.0,0.0,0
Nepal,7115.0,42.0,,141.0,7.0,837.0,386.0,95.0,4.0,11.0,121.0,239.0,0.0,5.0,63.0,143.0,18.0,40.0,63.0,101.0,32.0,10.0,377.0,377.0,105.0,98.0,4.0,54.0,,73.0,33.0,166.0,93.0,24.0,872.0,117.0,51.0,127.0,22.0,74.0,182.0,0.0,23.0,4.0,14.0,38.0,876.0,,,98.0,46.0,556.0,190.0,8.0,43.0,6.0,0
Netherlands,1321.0,9.0,,12.0,4.0,223.0,23.0,30.0,3.0,11.0,122.0,44.0,0.0,6.0,7.0,43.0,19.0,5.0,7.0,9.0,5.0,,26.0,46.0,28.0,21.0,0.0,12.0,3.0,3.0,7.0,7.0,39.0,8.0,146.0,22.0,,24.0,7.0,19.0,30.0,,6.0,8.0,,8.0,160.0,,,3.0,0.0,27.0,55.0,,13.0,0.0,0
Netherlands Antilles,77.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,25.0,6.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,,3.0,,0.0,0.0,,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Caledonia,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Zealand,919.0,5.0,3.0,19.0,,179.0,48.0,15.0,,,31.0,9.0,,33.0,5.0,23.0,8.0,6.0,5.0,5.0,5.0,,26.0,19.0,13.0,8.0,,15.0,4.0,3.0,14.0,4.0,19.0,8.0,85.0,27.0,0.0,20.0,9.0,18.0,15.0,0.0,4.0,7.0,,9.0,46.0,0.0,0.0,28.0,3.0,26.0,63.0,3.0,12.0,,0
Nicaragua,3565.0,4.0,,23.0,9.0,825.0,13.0,13.0,0.0,16.0,1582.0,47.0,0.0,,3.0,22.0,15.0,6.0,6.0,10.0,32.0,,83.0,20.0,7.0,12.0,5.0,16.0,0.0,3.0,56.0,,103.0,4.0,132.0,48.0,0.0,27.0,8.0,11.0,20.0,16.0,,14.0,3.0,7.0,195.0,0.0,0.0,11.0,,80.0,27.0,,19.0,,0
Niger,96.0,0.0,0.0,0.0,3.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,17.0,0.0,5.0,,0.0,15.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,,0.0,,0.0,0
Nigeria,13376.0,43.0,5.0,103.0,35.0,1005.0,70.0,104.0,67.0,79.0,393.0,936.0,0.0,6.0,10.0,667.0,236.0,15.0,41.0,35.0,75.0,7.0,1750.0,397.0,185.0,300.0,32.0,154.0,,10.0,48.0,22.0,875.0,15.0,1513.0,326.0,18.0,248.0,75.0,60.0,340.0,0.0,98.0,45.0,3.0,122.0,2396.0,,,12.0,13.0,224.0,75.0,10.0,68.0,4.0,0
Norway,334.0,4.0,,3.0,,49.0,14.0,10.0,0.0,,31.0,8.0,0.0,4.0,5.0,5.0,0.0,,0.0,3.0,6.0,0.0,5.0,13.0,0.0,7.0,0.0,10.0,0.0,0.0,,,12.0,3.0,36.0,3.0,,6.0,,9.0,5.0,0.0,0.0,0.0,,4.0,44.0,0.0,0.0,,,5.0,15.0,0.0,3.0,0.0,0
Oman,63.0,,0.0,0.0,0.0,10.0,0.0,0.0,,0.0,4.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,,0.0,0.0,6.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,,,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,0
Pakistan,18258.0,65.0,14.0,88.0,33.0,2173.0,72.0,351.0,68.0,25.0,687.0,440.0,0.0,8.0,8.0,1139.0,131.0,61.0,97.0,58.0,83.0,7.0,773.0,358.0,367.0,126.0,25.0,203.0,,13.0,75.0,33.0,1402.0,22.0,3738.0,299.0,9.0,233.0,87.0,29.0,468.0,,33.0,67.0,7.0,113.0,2498.0,0.0,,74.0,3.0,1263.0,184.0,26.0,115.0,3.0,0
