,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Haiti,30405.0,11.0,,26.0,,120.0,29.0,556.0,81.0,9.0,17499.0,438.0,,3.0,155.0,38.0,0.0,14.0,32.0,27.0,10.0,290.0,2269.0,34.0,25.0,4.0,52.0,7.0,10.0,17.0,24.0,2301.0,,5226.0,74.0,5.0,44.0,3.0,25.0,472.0,111.0,8.0,3.0,41.0,82.0,,80.0,13.0,,84.0,40.0,,4.0,0.0,0
Honduras,7646.0,19.0,10.0,73.0,25.0,1049.0,46.0,55.0,3.0,36.0,1777.0,170.0,,5.0,149.0,48.0,16.0,26.0,24.0,233.0,,218.0,194.0,35.0,26.0,12.0,40.0,,29.0,62.0,5.0,441.0,4.0,911.0,195.0,0.0,37.0,38.0,14.0,82.0,11.0,66.0,3.0,75.0,831.0,,22.0,32.0,,411.0,48.0,,29.0,,0
Hong Kong,3527.0,3.0,3.0,56.0,,1502.0,18.0,26.0,,,68.0,40.0,53.0,8.0,99.0,13.0,6.0,8.0,3.0,16.0,0.0,56.0,140.0,55.0,12.0,3.0,18.0,,5.0,33.0,,173.0,5.0,579.0,36.0,0.0,30.0,,38.0,67.0,3.0,,0.0,19.0,124.0,0.0,7.0,23.0,3.0,24.0,137.0,0.0,6.0,0.0,0
Hungary,1266.0,4.0,0.0,18.0,0.0,208.0,16.0,37.0,4.0,5.0,245.0,28.0,3.0,0.0,22.0,15.0,,3.0,4.0,6.0,6.0,20.0,33.0,10.0,13.0,,9.0,0.0,,34.0,,83.0,,211.0,16.0,0.0,20.0,4.0,18.0,33.0,5.0,6.0,,6.0,38.0,0.0,,4.0,3.0,30.0,30.0,0.0,4.0,0.0,0
Iceland,95.0,0.0,,,0.0,29.0,3.0,3.0,0.0,0.0,14.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,,,5.0,,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,9.0,,0.0,0.0,,0.0,0.0,,3.0,0.0,3.0,,0.0,0.0,,,,,0.0,0.0,,0
India,65353.0,256.0,20.0,726.0,155.0,12820.0,397.0,1173.0,309.0,30.0,2828.0,2850.0,25.0,40.0,5096.0,561.0,235.0,297.0,280.0,194.0,46.0,1617.0,1681.0,2173.0,573.0,215.0,497.0,15.0,209.0,245.0,271.0,7477.0,96.0,5371.0,1469.0,35.0,1307.0,278.0,334.0,2465.0,104.0,343.0,31.0,666.0,4681.0,0.0,43.0,107.0,49.0,2387.0,1544.0,40.0,675.0,17.0,0
Indonesia,3716.0,6.0,9.0,30.0,9.0,1344.0,78.0,23.0,5.0,12.0,92.0,102.0,24.0,6.0,82.0,17.0,6.0,9.0,12.0,11.0,6.0,87.0,35.0,32.0,36.0,7.0,12.0,,4.0,44.0,55.0,109.0,3.0,460.0,52.0,0.0,49.0,30.0,42.0,260.0,4.0,13.0,3.0,12.0,201.0,0.0,3.0,13.0,,100.0,134.0,6.0,18.0,5.0,0
Iran,10460.0,39.0,0.0,153.0,8.0,5252.0,98.0,52.0,10.0,12.0,344.0,267.0,,16.0,232.0,36.0,15.0,40.0,40.0,39.0,13.0,319.0,152.0,109.0,65.0,7.0,77.0,,11.0,101.0,7.0,172.0,24.0,359.0,104.0,,115.0,56.0,80.0,125.0,7.0,20.0,0.0,122.0,818.0,0.0,0.0,94.0,3.0,521.0,262.0,21.0,34.0,4.0,0
Iraq,3765.0,26.0,0.0,126.0,6.0,764.0,32.0,11.0,6.0,13.0,66.0,39.0,7.0,4.0,278.0,13.0,8.0,10.0,26.0,7.0,28.0,29.0,19.0,1387.0,18.0,,45.0,0.0,32.0,26.0,,26.0,12.0,64.0,26.0,,50.0,17.0,21.0,39.0,8.0,19.0,6.0,88.0,129.0,0.0,,9.0,0.0,153.0,54.0,4.0,7.0,,0
Ireland,1503.0,5.0,,21.0,4.0,237.0,10.0,28.0,,5.0,101.0,25.0,,,86.0,11.0,5.0,5.0,15.0,3.0,5.0,25.0,168.0,14.0,8.0,3.0,6.0,0.0,0.0,4.0,13.0,93.0,,307.0,29.0,4.0,14.0,4.0,15.0,68.0,8.0,4.0,0.0,11.0,59.0,0.0,0.0,,0.0,30.0,25.0,3.0,11.0,,0
Israel,4496.0,6.0,,54.0,,1174.0,20.0,36.0,3.0,9.0,434.0,102.0,15.0,,146.0,23.0,4.0,14.0,14.0,17.0,4.0,73.0,153.0,53.0,22.0,,32.0,,4.0,85.0,0.0,308.0,,1047.0,52.0,0.0,51.0,5.0,14.0,118.0,,28.0,,35.0,182.0,0.0,6.0,5.0,,44.0,65.0,,23.0,,0
Italy,2569.0,9.0,0.0,37.0,4.0,469.0,24.0,57.0,6.0,13.0,270.0,53.0,16.0,3.0,90.0,22.0,6.0,5.0,5.0,13.0,3.0,40.0,115.0,39.0,26.0,,22.0,7.0,,22.0,4.0,142.0,10.0,485.0,47.0,,48.0,7.0,15.0,106.0,5.0,18.0,0.0,16.0,91.0,6.0,11.0,14.0,3.0,76.0,66.0,5.0,12.0,0.0,1
Jamaica,19375.0,33.0,,28.0,10.0,288.0,38.0,906.0,64.0,42.0,5747.0,962.0,,0.0,198.0,30.0,3.0,8.0,10.0,37.0,26.0,474.0,460.0,115.0,48.0,47.0,51.0,,3.0,25.0,14.0,1192.0,,6842.0,172.0,,100.0,23.0,6.0,506.0,18.0,145.0,,53.0,295.0,0.0,14.0,3.0,7.0,234.0,18.0,13.0,52.0,6.0,0
Japan,6748.0,27.0,10.0,70.0,19.0,2094.0,83.0,42.0,5.0,22.0,236.0,130.0,523.0,17.0,180.0,54.0,24.0,23.0,33.0,30.0,8.0,91.0,133.0,138.0,60.0,21.0,38.0,7.0,12.0,74.0,16.0,265.0,22.0,786.0,87.0,,144.0,32.0,108.0,117.0,12.0,36.0,6.0,54.0,215.0,,54.0,57.0,5.0,142.0,325.0,14.0,41.0,,0
Jordan,3917.0,40.0,,57.0,7.0,730.0,11.0,15.0,,0.0,210.0,51.0,,0.0,505.0,43.0,16.0,17.0,62.0,61.0,,49.0,49.0,196.0,20.0,8.0,44.0,0.0,6.0,24.0,4.0,274.0,8.0,288.0,101.0,,248.0,22.0,10.0,101.0,,16.0,,87.0,262.0,0.0,20.0,,,125.0,53.0,6.0,58.0,0.0,0
Kazakhstan,1604.0,11.0,6.0,25.0,,246.0,36.0,12.0,8.0,3.0,104.0,41.0,11.0,7.0,52.0,12.0,10.0,9.0,15.0,8.0,13.0,30.0,58.0,25.0,28.0,,9.0,0.0,4.0,12.0,4.0,74.0,6.0,240.0,31.0,,50.0,5.0,33.0,74.0,3.0,10.0,,16.0,74.0,,,15.0,,62.0,79.0,0.0,19.0,3.0,0
Kenya,7030.0,100.0,,195.0,7.0,642.0,73.0,52.0,93.0,22.0,150.0,443.0,8.0,37.0,119.0,108.0,70.0,149.0,74.0,17.0,65.0,275.0,545.0,111.0,530.0,,172.0,,61.0,53.0,77.0,324.0,7.0,203.0,200.0,15.0,246.0,44.0,54.0,228.0,13.0,41.0,24.0,96.0,679.0,0.0,,48.0,53.0,171.0,265.0,4.0,61.0,,0
Kiribati,10.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Korea,22405.0,182.0,91.0,256.0,37.0,7420.0,262.0,163.0,35.0,24.0,336.0,950.0,298.0,31.0,1011.0,145.0,56.0,82.0,80.0,37.0,19.0,699.0,292.0,370.0,156.0,20.0,103.0,12.0,39.0,141.0,29.0,1756.0,19.0,2266.0,300.0,,235.0,51.0,191.0,587.0,30.0,67.0,12.0,179.0,874.0,,97.0,101.0,22.0,1388.0,759.0,18.0,67.0,4.0,0
Kuwait,1017.0,19.0,0.0,13.0,,138.0,9.0,4.0,,0.0,77.0,34.0,0.0,3.0,85.0,23.0,5.0,4.0,10.0,17.0,0.0,18.0,17.0,56.0,4.0,,22.0,0.0,,3.0,,57.0,0.0,64.0,35.0,,64.0,10.0,9.0,23.0,,6.0,,11.0,102.0,0.0,3.0,0.0,0.0,29.0,17.0,,13.0,0.0,0
Kyrgyzstan,597.0,3.0,5.0,16.0,,100.0,11.0,4.0,0.0,5.0,30.0,8.0,3.0,3.0,10.0,9.0,0.0,3.0,,4.0,,13.0,17.0,6.0,10.0,5.0,5.0,,4.0,4.0,3.0,25.0,3.0,83.0,5.0,,18.0,,10.0,23.0,0.0,5.0,,7.0,22.0,0.0,0.0,3.0,0.0,24.0,71.0,,8.0,0.0,0
Laos,2575.0,0.0,22.0,6.0,24.0,753.0,19.0,13.0,,0.0,31.0,26.0,13.0,5.0,37.0,7.0,13.0,55.0,3.0,9.0,0.0,4.0,19.0,37.0,630.0,,3.0,,8.0,12.0,,9.0,,20.0,69.0,0.0,27.0,12.0,21.0,23.0,14.0,10.0,,49.0,87.0,0.0,0.0,13.0,,26.0,57.0,0.0,379.0,0.0,0
Latvia,568.0,0.0,0.0,7.0,,67.0,7.0,6.0,,0.0,48.0,30.0,,0.0,43.0,6.0,0.0,0.0,,3.0,0.0,17.0,24.0,7.0,5.0,,10.0,0.0,0.0,3.0,,40.0,,115.0,14.0,,13.0,0.0,9.0,21.0,3.0,3.0,0.0,9.0,10.0,0.0,0.0,4.0,0.0,11.0,9.0,0.0,11.0,0.0,0
Lebanon,4267.0,20.0,,58.0,8.0,857.0,20.0,47.0,12.0,5.0,280.0,54.0,6.0,0.0,96.0,40.0,19.0,13.0,12.0,23.0,0.0,44.0,350.0,813.0,37.0,,19.0,0.0,4.0,46.0,21.0,161.0,4.0,259.0,50.0,3.0,175.0,26.0,21.0,79.0,24.0,19.0,0.0,35.0,274.0,0.0,,9.0,5.0,155.0,39.0,7.0,12.0,,0
Lesotho,14.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Liberia,4102.0,14.0,,9.0,8.0,139.0,44.0,39.0,57.0,10.0,52.0,207.0,,6.0,55.0,41.0,16.0,7.0,14.0,0.0,3.0,361.0,175.0,68.0,542.0,,18.0,3.0,5.0,3.0,5.0,416.0,,285.0,188.0,0.0,98.0,23.0,22.0,644.0,140.0,14.0,,40.0,138.0,,0.0,7.0,3.0,88.0,47.0,5.0,36.0,0.0,0
Libya,186.0,,0.0,7.0,0.0,31.0,,,0.0,0.0,11.0,3.0,0.0,,6.0,3.0,,,,0.0,,5.0,7.0,11.0,,0.0,5.0,0.0,,,0.0,9.0,0.0,15.0,4.0,0.0,12.0,0.0,4.0,7.0,0.0,0.0,0.0,,8.0,0.0,0.0,0.0,,11.0,6.0,3.0,0.0,0.0,0
Lithuania,1361.0,5.0,,6.0,4.0,117.0,19.0,36.0,8.0,3.0,118.0,42.0,3.0,,438.0,10.0,,3.0,0.0,0.0,,21.0,49.0,19.0,9.0,,4.0,,0.0,18.0,,102.0,,123.0,16.0,0.0,35.0,5.0,3.0,41.0,3.0,15.0,,6.0,18.0,0.0,0.0,,0.0,17.0,10.0,,17.0,,0
Luxembourg,39.0,0.0,0.0,,0.0,4.0,0.0,,0.0,0.0,4.0,,0.0,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Macau,178.0,0.0,0.0,0.0,0.0,100.0,0.0,,0.0,0.0,,0.0,4.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,,,0.0,,0.0,0.0,,0.0,,0.0,27.0,,0.0,0.0,0.0,4.0,,0.0,,0.0,,4.0,0.0,0.0,3.0,0.0,,5.0,0.0,0.0,0.0,0
Macedonia,1227.0,,25.0,19.0,0.0,35.0,,63.0,0.0,0.0,57.0,0.0,0.0,0.0,165.0,69.0,5.0,0.0,,0.0,,,8.0,102.0,0.0,3.0,9.0,0.0,,9.0,0.0,270.0,0.0,220.0,5.0,,52.0,7.0,5.0,14.0,0.0,5.0,0.0,,22.0,0.0,0.0,,0.0,11.0,10.0,0.0,27.0,0.0,0
Madagascar,53.0,0.0,0.0,,0.0,3.0,,0.0,0.0,4.0,6.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,6.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,,6.0,,0.0,0.0,0.0,0
Malawi,123.0,,0.0,,,15.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,,6.0,11.0,,0.0,0.0,0.0,0.0,4.0,,7.0,0.0,0.0,4.0,0.0,,0.0,,6.0,0.0,6.0,3.0,0.0,4.0,4.0,0.0,,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,6.0,,0.0,,0.0,0
Malaysia,2149.0,16.0,,30.0,8.0,480.0,16.0,24.0,4.0,3.0,55.0,90.0,16.0,6.0,64.0,13.0,4.0,22.0,11.0,9.0,,41.0,27.0,61.0,27.0,4.0,16.0,4.0,9.0,10.0,4.0,100.0,,443.0,32.0,,33.0,31.0,23.0,40.0,11.0,8.0,,17.0,188.0,0.0,,12.0,3.0,48.0,58.0,0.0,19.0,0.0,0
Maldives,9.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mali,412.0,0.0,,5.0,0.0,19.0,17.0,0.0,,,8.0,16.0,0.0,0.0,8.0,6.0,0.0,0.0,,,,31.0,4.0,7.0,0.0,0.0,,0.0,0.0,3.0,0.0,12.0,,130.0,12.0,0.0,9.0,0.0,3.0,70.0,4.0,,0.0,4.0,10.0,0.0,0.0,,,9.0,6.0,0.0,3.0,0.0,0
Malta,53.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,18.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,,0.0,0
Marshall Islands,48.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,4.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,,17.0,0.0,,4.0,0.0,0.0,0.0,0
Martinique,23.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mauritania,651.0,,,4.0,0.0,3.0,35.0,0.0,,,,15.0,0.0,0.0,18.0,5.0,0.0,0.0,38.0,0.0,0.0,7.0,5.0,14.0,,,5.0,0.0,0.0,4.0,,3.0,0.0,202.0,5.0,0.0,157.0,,0.0,33.0,,0.0,0.0,52.0,5.0,0.0,0.0,0.0,0.0,18.0,7.0,0.0,,0.0,0
Mauritius,88.0,,0.0,4.0,0.0,17.0,0.0,,0.0,0.0,3.0,,,,0.0,,0.0,0.0,,,,,4.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,,6.0,4.0,4.0,4.0,0.0,,0.0,,,,0.0,0.0,5.0,5.0,0.0,0.0,,0.0,4.0,0.0,,0.0,0.0,0
Mexico,148640.0,399.0,83.0,8048.0,968.0,57212.0,2931.0,460.0,194.0,45.0,4063.0,2984.0,71.0,632.0,8617.0,892.0,715.0,1103.0,327.0,241.0,17.0,700.0,235.0,1032.0,668.0,238.0,540.0,54.0,903.0,3082.0,52.0,1238.0,1624.0,2841.0,1933.0,10.0,518.0,1176.0,1535.0,857.0,51.0,581.0,41.0,1139.0,31337.0,0.0,90.0,1223.0,3.0,1373.0,2360.0,16.0,1090.0,98.0,0
"Micronesia, Federated States",7.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Moldova,1356.0,4.0,,5.0,,323.0,13.0,11.0,0.0,4.0,57.0,46.0,0.0,,35.0,3.0,4.0,3.0,0.0,5.0,,30.0,86.0,8.0,42.0,,9.0,,,10.0,5.0,17.0,0.0,124.0,37.0,0.0,27.0,3.0,55.0,46.0,,8.0,0.0,18.0,19.0,0.0,,4.0,,19.0,251.0,0.0,11.0,,0
Monaco,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mongolia,530.0,,0.0,,0.0,200.0,38.0,,,,7.0,4.0,3.0,0.0,47.0,16.0,,0.0,3.0,,0.0,,5.0,,7.0,,4.0,0.0,,4.0,,5.0,,19.0,4.0,0.0,8.0,,,5.0,0.0,0.0,,,13.0,0.0,,7.0,,75.0,20.0,0.0,9.0,0.0,0
Montserrat,66.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,24.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Morocco,4513.0,20.0,,39.0,3.0,350.0,84.0,117.0,17.0,20.0,481.0,129.0,3.0,7.0,186.0,29.0,9.0,12.0,28.0,14.0,5.0,91.0,501.0,57.0,58.0,13.0,23.0,,,24.0,20.0,237.0,4.0,589.0,149.0,,127.0,47.0,16.0,222.0,30.0,58.0,,25.0,162.0,0.0,3.0,7.0,3.0,400.0,53.0,5.0,30.0,0.0,0
Mozambique,81.0,0.0,0.0,,0.0,13.0,3.0,4.0,,,,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,,0.0,,0.0,,5.0,0.0,7.0,,0.0,,0.0,,,0.0,,0.0,0.0,13.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0
Namibia,57.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,5.0,0.0,0.0,,,,,0.0,0.0,,,,0.0,0.0,4.0,0.0,,9.0,0.0,0.0,,0
Nepal,3472.0,10.0,5.0,47.0,7.0,537.0,205.0,65.0,0.0,14.0,56.0,53.0,3.0,,75.0,24.0,35.0,12.0,18.0,5.0,,213.0,182.0,59.0,54.0,3.0,24.0,4.0,35.0,5.0,37.0,58.0,29.0,522.0,41.0,0.0,27.0,12.0,44.0,47.0,6.0,10.0,5.0,10.0,370.0,0.0,0.0,19.0,6.0,354.0,70.0,,46.0,3.0,0
Netherlands,1368.0,3.0,3.0,20.0,3.0,241.0,27.0,31.0,3.0,6.0,135.0,35.0,5.0,8.0,49.0,16.0,15.0,4.0,,10.0,6.0,15.0,58.0,47.0,14.0,,12.0,,,12.0,6.0,75.0,15.0,115.0,23.0,3.0,40.0,9.0,18.0,34.0,,13.0,9.0,13.0,89.0,0.0,8.0,12.0,,34.0,45.0,4.0,13.0,,0
Netherlands Antilles,93.0,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,27.0,3.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,25.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,10.0,,0.0,,,0.0,0.0,0.0,0
New Caledonia,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Zealand,1047.0,4.0,4.0,18.0,3.0,266.0,31.0,9.0,4.0,,36.0,27.0,29.0,3.0,22.0,11.0,6.0,,6.0,4.0,7.0,15.0,37.0,10.0,19.0,,21.0,9.0,6.0,17.0,9.0,24.0,,91.0,25.0,3.0,14.0,10.0,13.0,26.0,5.0,5.0,,11.0,50.0,0.0,3.0,19.0,3.0,24.0,53.0,5.0,19.0,3.0,0
Nicaragua,3716.0,8.0,,14.0,9.0,824.0,11.0,18.0,,11.0,1728.0,65.0,0.0,,39.0,28.0,4.0,,13.0,64.0,,85.0,17.0,15.0,18.0,4.0,11.0,0.0,4.0,69.0,0.0,74.0,6.0,130.0,61.0,0.0,8.0,,11.0,15.0,,16.0,0.0,15.0,178.0,0.0,14.0,6.0,0.0,84.0,18.0,0.0,12.0,0.0,0
Niger,97.0,0.0,0.0,0.0,3.0,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,,3.0,3.0,5.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,25.0,17.0,0.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Nigeria,12448.0,53.0,17.0,96.0,21.0,1084.0,86.0,101.0,57.0,84.0,366.0,945.0,7.0,7.0,751.0,162.0,23.0,46.0,37.0,58.0,3.0,1484.0,373.0,189.0,288.0,22.0,108.0,0.0,25.0,50.0,12.0,803.0,11.0,1557.0,286.0,5.0,240.0,68.0,33.0,305.0,81.0,65.0,,132.0,1907.0,,,17.0,,215.0,82.0,12.0,66.0,3.0,0
Niue,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Northern Mariana Islands,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Norway,343.0,3.0,3.0,6.0,0.0,71.0,6.0,9.0,,,31.0,9.0,,,7.0,0.0,0.0,3.0,3.0,,0.0,5.0,8.0,4.0,,0.0,,3.0,,3.0,3.0,11.0,0.0,33.0,5.0,,3.0,,3.0,8.0,,4.0,,5.0,38.0,0.0,,7.0,,10.0,11.0,0.0,5.0,0.0,0
Oman,103.0,0.0,0.0,,0.0,7.0,,,0.0,,14.0,,0.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,,0.0,11.0,0.0,11.0,14.0,0.0,,0.0,0.0,,0.0,,0.0,7.0,,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0
Pakistan,13492.0,79.0,8.0,84.0,39.0,1758.0,74.0,227.0,51.0,19.0,499.0,402.0,3.0,5.0,846.0,86.0,24.0,33.0,58.0,68.0,7.0,517.0,238.0,361.0,101.0,14.0,120.0,0.0,20.0,87.0,32.0,909.0,27.0,2675.0,201.0,5.0,168.0,71.0,30.0,443.0,31.0,28.0,4.0,89.0,1560.0,0.0,,40.0,3.0,1038.0,189.0,18.0,99.0,,0
Palau,11.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0
Panama,1916.0,15.0,3.0,14.0,8.0,177.0,18.0,6.0,,4.0,525.0,111.0,,,30.0,6.0,4.0,9.0,7.0,13.0,0.0,37.0,50.0,14.0,11.0,17.0,10.0,3.0,,15.0,4.0,41.0,7.0,276.0,53.0,0.0,15.0,11.0,6.0,29.0,,32.0,,29.0,182.0,0.0,23.0,6.0,0.0,57.0,17.0,,10.0,0.0,0
Papua New Guinea,31.0,0.0,0.0,,0.0,8.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Paraguay,545.0,4.0,,11.0,4.0,25.0,3.0,10.0,0.0,4.0,101.0,8.0,,,3.0,0.0,3.0,4.0,,0.0,0.0,25.0,7.0,,5.0,,,0.0,,,0.0,60.0,,168.0,5.0,0.0,8.0,,5.0,6.0,,,6.0,12.0,11.0,0.0,4.0,3.0,0.0,18.0,3.0,,,0.0,0
