,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Lithuania,1885.0,,0.0,13.0,4.0,133.0,10.0,43.0,6.0,3.0,148.0,41.0,3.0,0.0,684.0,15.0,7.0,,,,7.0,38.0,46.0,29.0,18.0,3.0,11.0,,,21.0,5.0,142.0,0.0,213.0,12.0,0.0,39.0,3.0,9.0,43.0,5.0,16.0,,4.0,24.0,0.0,,,4.0,34.0,14.0,,19.0,,0
Luxembourg,28.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Macau,189.0,0.0,0.0,3.0,0.0,86.0,,,0.0,0.0,6.0,0.0,8.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,,0.0,0.0,0.0,0.0,3.0,0.0,,,31.0,,0.0,,0.0,3.0,,0.0,0.0,0.0,,13.0,0.0,3.0,,0.0,0.0,4.0,0.0,0.0,0.0,0
Macedonia,1317.0,4.0,30.0,13.0,,34.0,,57.0,,3.0,59.0,5.0,0.0,,164.0,58.0,4.0,,6.0,,,0.0,11.0,97.0,5.0,0.0,7.0,0.0,,15.0,,297.0,0.0,273.0,5.0,,39.0,,3.0,12.0,,3.0,,4.0,21.0,0.0,0.0,0.0,,14.0,5.0,0.0,48.0,0.0,0
Madagascar,72.0,,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,,3.0,,0.0,0.0,0.0,0.0,,3.0,0.0,14.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0
Malawi,131.0,,0.0,,0.0,17.0,,,0.0,,4.0,6.0,0.0,,3.0,18.0,,3.0,3.0,0.0,0.0,11.0,0.0,6.0,,0.0,4.0,0.0,,0.0,,3.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,,0.0,,0.0,,15.0,0.0,0.0,,0.0,,,0.0,3.0,0.0,0
Malaysia,2281.0,12.0,,36.0,18.0,464.0,15.0,22.0,,6.0,64.0,88.0,25.0,0.0,65.0,17.0,5.0,11.0,10.0,9.0,3.0,25.0,48.0,32.0,16.0,3.0,17.0,0.0,4.0,21.0,4.0,79.0,3.0,601.0,34.0,7.0,33.0,33.0,16.0,49.0,3.0,4.0,,23.0,183.0,0.0,,7.0,6.0,85.0,51.0,6.0,10.0,0.0,0
Maldives,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mali,408.0,3.0,,8.0,,10.0,23.0,,,4.0,,34.0,0.0,0.0,7.0,8.0,4.0,0.0,3.0,0.0,0.0,36.0,,5.0,5.0,,0.0,0.0,0.0,,,12.0,0.0,121.0,10.0,,12.0,0.0,0.0,49.0,7.0,0.0,0.0,3.0,13.0,0.0,0.0,,0.0,8.0,3.0,0.0,6.0,0.0,0
Malta,70.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,3.0,3.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,18.0,4.0,0.0,,0.0,,,0.0,0.0,0.0,,,0.0,5.0,,0.0,4.0,,0.0,,0.0,0
Marshall Islands,53.0,,0.0,,0.0,3.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,,22.0,0.0,,,0.0,0.0,0.0,0
Martinique,30.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mauritania,720.0,3.0,0.0,6.0,0.0,,17.0,0.0,0.0,3.0,5.0,14.0,0.0,0.0,21.0,7.0,,0.0,34.0,,0.0,13.0,10.0,10.0,3.0,,,0.0,0.0,3.0,0.0,7.0,0.0,233.0,4.0,,191.0,3.0,0.0,36.0,3.0,,0.0,57.0,4.0,0.0,0.0,0.0,0.0,16.0,8.0,0.0,0.0,0.0,0
Mauritius,108.0,,0.0,5.0,0.0,11.0,,0.0,0.0,,5.0,6.0,3.0,0.0,,,,0.0,,0.0,0.0,4.0,6.0,,0.0,,0.0,0.0,0.0,0.0,0.0,7.0,0.0,19.0,,0.0,,,,3.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,,0.0,11.0,,0.0,0.0,0.0,0
Mexico,173753.0,535.0,102.0,10030.0,981.0,66744.0,3245.0,416.0,252.0,51.0,5342.0,3708.0,79.0,842.0,11735.0,1204.0,882.0,1187.0,361.0,188.0,15.0,539.0,254.0,1354.0,746.0,215.0,489.0,13.0,1041.0,3759.0,64.0,1216.0,1965.0,3127.0,2865.0,9.0,608.0,1182.0,1636.0,904.0,56.0,643.0,52.0,1011.0,35830.0,,137.0,1188.0,,1150.0,2305.0,25.0,1400.0,62.0,0
"Micronesia, Federated States",13.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0
Moldova,3036.0,8.0,3.0,8.0,3.0,643.0,24.0,15.0,,,54.0,115.0,4.0,4.0,52.0,7.0,3.0,4.0,,,3.0,21.0,228.0,13.0,191.0,4.0,18.0,0.0,10.0,,,56.0,0.0,176.0,220.0,,17.0,13.0,225.0,52.0,,32.0,,39.0,30.0,0.0,0.0,,,32.0,682.0,0.0,10.0,0.0,0
Monaco,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mongolia,498.0,,0.0,,5.0,137.0,39.0,8.0,0.0,4.0,12.0,,4.0,,42.0,17.0,,0.0,4.0,,0.0,11.0,6.0,,4.0,,7.0,0.0,4.0,11.0,0.0,6.0,0.0,25.0,5.0,0.0,9.0,,4.0,5.0,0.0,0.0,,,8.0,0.0,0.0,9.0,0.0,74.0,11.0,,11.0,0.0,0
Montserrat,90.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Morocco,4949.0,15.0,,33.0,,319.0,90.0,109.0,10.0,29.0,655.0,93.0,,5.0,209.0,27.0,15.0,9.0,31.0,5.0,,110.0,534.0,48.0,48.0,13.0,15.0,4.0,,42.0,22.0,297.0,5.0,688.0,142.0,3.0,126.0,44.0,14.0,233.0,28.0,38.0,6.0,26.0,205.0,,3.0,6.0,,491.0,55.0,5.0,33.0,,0
Mozambique,78.0,0.0,0.0,0.0,0.0,10.0,,0.0,0.0,,7.0,3.0,0.0,0.0,,,,0.0,0.0,,0.0,5.0,4.0,,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,10.0,,0.0,,,0.0,,,0.0,0.0,,10.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0
Namibia,56.0,0.0,0.0,,0.0,6.0,,,0.0,,8.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,3.0,3.0,,,0.0,,0.0,0.0,0.0,,,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,8.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
Nepal,3733.0,24.0,10.0,26.0,,431.0,209.0,104.0,0.0,24.0,76.0,55.0,,3.0,83.0,26.0,17.0,22.0,17.0,,,290.0,158.0,64.0,67.0,5.0,8.0,,41.0,19.0,53.0,58.0,22.0,544.0,59.0,8.0,29.0,15.0,36.0,43.0,9.0,13.0,6.0,11.0,452.0,,,8.0,3.0,453.0,71.0,4.0,42.0,3.0,0
Netherlands,1651.0,10.0,,41.0,4.0,245.0,27.0,35.0,,9.0,197.0,55.0,7.0,3.0,55.0,16.0,15.0,4.0,8.0,3.0,7.0,48.0,57.0,39.0,32.0,0.0,14.0,,6.0,20.0,11.0,61.0,10.0,160.0,30.0,,49.0,5.0,22.0,45.0,4.0,9.0,9.0,19.0,117.0,0.0,11.0,10.0,6.0,44.0,44.0,5.0,16.0,,0
Netherlands Antilles,100.0,,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,33.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5.0,0.0,18.0,,0.0,,0.0,0.0,,,,0.0,0.0,4.0,0.0,6.0,0.0,,5.0,,0.0,0.0,0.0,0
New Caledonia,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
New Zealand,1100.0,5.0,9.0,23.0,7.0,248.0,57.0,29.0,0.0,5.0,63.0,25.0,25.0,7.0,29.0,10.0,4.0,6.0,7.0,4.0,,14.0,28.0,18.0,12.0,3.0,17.0,5.0,3.0,28.0,7.0,26.0,3.0,85.0,22.0,0.0,21.0,3.0,19.0,15.0,3.0,7.0,,15.0,57.0,0.0,,20.0,0.0,25.0,57.0,5.0,13.0,,0
Nicaragua,4145.0,7.0,,25.0,7.0,994.0,18.0,21.0,8.0,20.0,1641.0,56.0,0.0,,35.0,12.0,10.0,3.0,,20.0,3.0,117.0,36.0,19.0,22.0,7.0,10.0,0.0,5.0,52.0,4.0,115.0,12.0,183.0,65.0,0.0,9.0,,13.0,46.0,7.0,18.0,,26.0,240.0,0.0,18.0,7.0,3.0,167.0,31.0,3.0,19.0,3.0,0
Niger,116.0,0.0,0.0,0.0,,3.0,0.0,4.0,,,4.0,3.0,0.0,0.0,0.0,16.0,0.0,0.0,,0.0,0.0,10.0,,6.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,14.0,17.0,0.0,6.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Nigeria,13459.0,99.0,7.0,117.0,31.0,1040.0,83.0,135.0,59.0,143.0,418.0,1056.0,6.0,,705.0,199.0,33.0,54.0,37.0,56.0,6.0,1605.0,395.0,252.0,294.0,26.0,139.0,0.0,39.0,63.0,14.0,901.0,9.0,1622.0,310.0,10.0,243.0,108.0,30.0,318.0,98.0,46.0,0.0,168.0,2098.0,0.0,,11.0,5.0,227.0,81.0,7.0,53.0,0.0,0
Norway,481.0,3.0,,9.0,,82.0,9.0,5.0,0.0,,56.0,9.0,,0.0,20.0,,,4.0,,4.0,,18.0,10.0,4.0,7.0,,,,,0.0,4.0,6.0,,38.0,9.0,7.0,9.0,0.0,10.0,12.0,4.0,4.0,,0.0,69.0,0.0,,8.0,0.0,14.0,17.0,4.0,,0.0,0
Oman,155.0,,0.0,3.0,,15.0,,,0.0,0.0,27.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,8.0,0.0,,3.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,14.0,23.0,0.0,5.0,0.0,0.0,6.0,0.0,,0.0,0.0,10.0,0.0,0.0,0.0,0.0,8.0,,0.0,0.0,0.0,0
Pakistan,17418.0,76.0,9.0,73.0,26.0,2205.0,67.0,271.0,43.0,19.0,660.0,563.0,4.0,0.0,1226.0,125.0,51.0,65.0,45.0,69.0,7.0,683.0,293.0,407.0,83.0,17.0,136.0,,24.0,81.0,32.0,1184.0,12.0,3785.0,255.0,3.0,173.0,103.0,31.0,465.0,32.0,47.0,,124.0,2079.0,0.0,0.0,45.0,8.0,1420.0,147.0,34.0,105.0,3.0,0
Palau,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Panama,2418.0,24.0,9.0,28.0,11.0,171.0,34.0,26.0,,6.0,621.0,128.0,10.0,5.0,28.0,11.0,7.0,3.0,14.0,8.0,,69.0,43.0,22.0,14.0,9.0,16.0,0.0,10.0,25.0,3.0,82.0,3.0,380.0,79.0,,23.0,15.0,3.0,33.0,3.0,28.0,,29.0,201.0,,35.0,6.0,3.0,89.0,30.0,0.0,14.0,0.0,0
Papua New Guinea,30.0,,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,,0
Paraguay,719.0,,0.0,,,43.0,4.0,22.0,3.0,,131.0,12.0,,0.0,14.0,3.0,,4.0,,,,32.0,5.0,,,0.0,3.0,0.0,,9.0,0.0,89.0,,212.0,5.0,0.0,0.0,,,17.0,5.0,0.0,0.0,5.0,23.0,0.0,3.0,6.0,0.0,42.0,4.0,0.0,,0.0,0
Peru,21718.0,47.0,17.0,140.0,33.0,3032.0,259.0,819.0,28.0,56.0,5472.0,476.0,28.0,41.0,296.0,101.0,23.0,43.0,53.0,18.0,12.0,697.0,328.0,58.0,92.0,9.0,56.0,14.0,27.0,189.0,27.0,2762.0,29.0,2414.0,278.0,,188.0,65.0,90.0,270.0,45.0,71.0,7.0,60.0,657.0,,95.0,273.0,17.0,1628.0,182.0,22.0,61.0,6.0,0
Philippines,74607.0,325.0,457.0,871.0,181.0,26982.0,341.0,586.0,94.0,106.0,3721.0,979.0,3723.0,131.0,4125.0,515.0,119.0,155.0,344.0,137.0,97.0,1576.0,574.0,751.0,534.0,193.0,356.0,46.0,79.0,2400.0,117.0,4007.0,173.0,5337.0,718.0,34.0,1179.0,277.0,383.0,865.0,112.0,346.0,39.0,1127.0,3937.0,19.0,1329.0,193.0,35.0,1753.0,1774.0,51.0,278.0,26.0,0
Poland,17052.0,17.0,9.0,136.0,14.0,502.0,127.0,1175.0,17.0,11.0,599.0,126.0,16.0,10.0,5496.0,64.0,14.0,13.0,20.0,3.0,24.0,105.0,376.0,289.0,48.0,5.0,30.0,9.0,5.0,110.0,20.0,2147.0,13.0,4106.0,100.0,3.0,152.0,4.0,28.0,358.0,36.0,35.0,7.0,49.0,162.0,,,26.0,10.0,161.0,109.0,9.0,139.0,4.0,0
Portugal,1409.0,,0.0,7.0,3.0,122.0,3.0,76.0,0.0,,54.0,5.0,0.0,,13.0,,4.0,,,,0.0,16.0,253.0,4.0,,4.0,0.0,,,4.0,13.0,458.0,,154.0,12.0,0.0,5.0,3.0,,17.0,75.0,6.0,0.0,,11.0,0.0,3.0,6.0,0.0,49.0,5.0,3.0,,0.0,0
Puerto Rico,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Qatar,226.0,3.0,0.0,4.0,0.0,25.0,,3.0,0.0,0.0,11.0,14.0,0.0,0.0,12.0,0.0,,4.0,18.0,0.0,0.0,9.0,6.0,16.0,,,,0.0,0.0,0.0,0.0,21.0,0.0,19.0,,0.0,9.0,,4.0,3.0,,0.0,0.0,0.0,22.0,0.0,0.0,,0.0,10.0,,,0.0,0.0,0
Reunion,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Romania,7137.0,20.0,8.0,224.0,17.0,989.0,73.0,96.0,20.0,22.0,534.0,326.0,5.0,28.0,809.0,63.0,21.0,12.0,15.0,17.0,11.0,96.0,134.0,543.0,64.0,12.0,56.0,,14.0,121.0,26.0,225.0,17.0,814.0,126.0,,267.0,14.0,179.0,197.0,12.0,39.0,7.0,67.0,249.0,0.0,8.0,17.0,11.0,162.0,271.0,7.0,63.0,5.0,0
Russia,13188.0,77.0,39.0,158.0,26.0,2226.0,324.0,179.0,22.0,44.0,793.0,281.0,16.0,75.0,525.0,160.0,68.0,52.0,82.0,43.0,30.0,415.0,447.0,224.0,333.0,27.0,179.0,12.0,29.0,72.0,66.0,521.0,33.0,2048.0,247.0,11.0,316.0,67.0,228.0,515.0,38.0,119.0,23.0,157.0,493.0,,,74.0,14.0,350.0,698.0,24.0,164.0,16.0,0
Rwanda,502.0,,0.0,11.0,0.0,21.0,17.0,7.0,6.0,0.0,9.0,17.0,0.0,,14.0,18.0,0.0,4.0,5.0,0.0,4.0,16.0,27.0,36.0,18.0,0.0,,0.0,0.0,,22.0,4.0,0.0,62.0,12.0,5.0,42.0,0.0,8.0,18.0,,0.0,0.0,16.0,34.0,0.0,0.0,3.0,5.0,18.0,3.0,,11.0,,0
Saint Helena,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saint Kitts-Nevis,458.0,,0.0,,0.0,3.0,0.0,15.0,,0.0,87.0,18.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,6.0,8.0,,0.0,0.0,3.0,0.0,0.0,,0.0,13.0,0.0,132.0,4.0,0.0,0.0,,0.0,5.0,0.0,,0.0,,8.0,0.0,130.0,,0.0,8.0,,,0.0,0.0,0
Saint Lucia,1212.0,4.0,0.0,,0.0,16.0,,66.0,6.0,3.0,199.0,38.0,,0.0,9.0,0.0,0.0,,,4.0,,24.0,28.0,4.0,0.0,0.0,,0.0,0.0,3.0,0.0,45.0,5.0,501.0,10.0,0.0,5.0,,0.0,17.0,0.0,4.0,,,46.0,0.0,154.0,0.0,0.0,,0.0,0.0,5.0,0.0,0
Saint Vincent and the Grenadines,756.0,5.0,,,0.0,12.0,,4.0,7.0,5.0,77.0,15.0,,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,9.0,17.0,4.0,,0.0,0.0,0.0,,0.0,3.0,34.0,0.0,488.0,5.0,0.0,0.0,0.0,0.0,19.0,0.0,3.0,0.0,,10.0,0.0,12.0,0.0,,11.0,,0.0,,0.0,0
Samoa,283.0,0.0,12.0,7.0,0.0,88.0,,,0.0,0.0,3.0,0.0,71.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,7.0,,0.0,,0.0,0.0,4.0,0.0,0.0,36.0,0.0,0.0,29.0,0.0,0.0,,0
San Marino,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sao Tome and Principe,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,1542.0,10.0,,22.0,3.0,216.0,12.0,13.0,,,116.0,50.0,,5.0,99.0,17.0,11.0,3.0,16.0,3.0,3.0,34.0,63.0,64.0,35.0,0.0,12.0,0.0,0.0,18.0,,100.0,,128.0,42.0,0.0,31.0,16.0,11.0,41.0,3.0,5.0,,21.0,143.0,0.0,,5.0,0.0,126.0,11.0,7.0,12.0,,0
Senegal,1367.0,5.0,0.0,6.0,,59.0,18.0,15.0,4.0,21.0,33.0,85.0,0.0,0.0,19.0,39.0,3.0,5.0,18.0,0.0,0.0,104.0,46.0,32.0,15.0,3.0,16.0,0.0,,4.0,,46.0,0.0,372.0,43.0,,118.0,4.0,,27.0,44.0,,0.0,23.0,52.0,0.0,4.0,,,37.0,22.0,0.0,14.0,0.0,0
Serbia and Montenegro,5891.0,10.0,7.0,83.0,,355.0,15.0,233.0,5.0,17.0,284.0,94.0,9.0,22.0,527.0,42.0,25.0,6.0,78.0,0.0,4.0,54.0,106.0,419.0,41.0,,71.0,,7.0,59.0,11.0,300.0,,2234.0,39.0,13.0,89.0,16.0,27.0,106.0,,8.0,3.0,46.0,195.0,0.0,,18.0,12.0,72.0,49.0,3.0,67.0,,0
Seychelles,15.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Sierra Leone,3572.0,3.0,6.0,49.0,6.0,152.0,11.0,13.0,18.0,34.0,48.0,183.0,,4.0,55.0,27.0,12.0,6.0,12.0,3.0,5.0,735.0,137.0,56.0,92.0,0.0,25.0,0.0,3.0,6.0,15.0,230.0,,484.0,95.0,8.0,148.0,,3.0,191.0,9.0,9.0,,19.0,198.0,0.0,0.0,13.0,0.0,397.0,38.0,,8.0,0.0,0
Singapore,997.0,4.0,,20.0,3.0,280.0,15.0,13.0,0.0,4.0,45.0,29.0,15.0,,30.0,8.0,3.0,6.0,5.0,0.0,3.0,25.0,28.0,18.0,13.0,0.0,10.0,0.0,,16.0,6.0,43.0,,100.0,11.0,0.0,13.0,11.0,16.0,21.0,,7.0,,8.0,77.0,0.0,3.0,4.0,,22.0,44.0,0.0,6.0,0.0,0
Slovak Republic,1111.0,3.0,,6.0,,84.0,31.0,46.0,4.0,,92.0,20.0,,,85.0,10.0,11.0,4.0,3.0,,8.0,21.0,21.0,21.0,12.0,,8.0,,,7.0,3.0,215.0,,197.0,23.0,0.0,23.0,0.0,4.0,50.0,6.0,8.0,0.0,9.0,19.0,0.0,0.0,3.0,0.0,22.0,11.0,,7.0,0.0,0
Slovenia,115.0,0.0,,5.0,,21.0,,5.0,0.0,0.0,11.0,,0.0,,5.0,0.0,,0.0,0.0,0.0,0.0,3.0,,3.0,0.0,0.0,,0.0,0.0,6.0,3.0,5.0,0.0,12.0,3.0,0.0,3.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,,,3.0,0.0,0.0,,0
Solomon Islands,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,0
Somalia,9462.0,0.0,0.0,210.0,0.0,550.0,96.0,31.0,,6.0,20.0,385.0,0.0,30.0,144.0,36.0,29.0,21.0,98.0,,198.0,83.0,230.0,175.0,2844.0,,209.0,0.0,111.0,56.0,15.0,8.0,0.0,285.0,112.0,45.0,1115.0,,133.0,49.0,3.0,0.0,33.0,427.0,387.0,0.0,0.0,138.0,40.0,361.0,646.0,0.0,97.0,,0
South Africa,3201.0,31.0,,57.0,17.0,462.0,73.0,63.0,4.0,17.0,374.0,259.0,13.0,6.0,95.0,24.0,20.0,20.0,25.0,6.0,11.0,63.0,87.0,73.0,38.0,15.0,20.0,4.0,8.0,35.0,24.0,126.0,17.0,254.0,81.0,6.0,61.0,18.0,27.0,64.0,8.0,57.0,8.0,41.0,232.0,0.0,,39.0,4.0,105.0,74.0,0.0,26.0,5.0,0
"Soviet Union, former",6229.0,40.0,32.0,92.0,23.0,829.0,139.0,98.0,21.0,12.0,519.0,163.0,9.0,23.0,279.0,52.0,22.0,25.0,39.0,10.0,29.0,126.0,273.0,136.0,93.0,6.0,41.0,8.0,10.0,81.0,49.0,328.0,13.0,956.0,166.0,0.0,196.0,23.0,72.0,221.0,15.0,47.0,14.0,61.0,209.0,0.0,,44.0,10.0,202.0,293.0,7.0,68.0,,0
