,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Portugal,821.0,,,6.0,0.0,67.0,3.0,41.0,0.0,4.0,46.0,9.0,0.0,,0.0,4.0,0.0,0.0,,0.0,,,18.0,175.0,7.0,,0.0,,,,,9.0,216.0,,80.0,6.0,0.0,7.0,4.0,,16.0,0.0,28.0,,0.0,,24.0,0.0,0.0,10.0,0.0,12.0,5.0,,,0.0,0
Qatar,193.0,3.0,0.0,,,20.0,8.0,5.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,15.0,3.0,0.0,,,0.0,0.0,,4.0,18.0,,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,9.0,7.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,,19.0,3.0,0.0,5.0,0.0,0
Romania,3882.0,12.0,,121.0,13.0,505.0,36.0,57.0,20.0,10.0,361.0,154.0,0.0,3.0,7.0,434.0,45.0,6.0,4.0,8.0,20.0,7.0,88.0,104.0,218.0,22.0,,39.0,4.0,8.0,58.0,23.0,125.0,12.0,411.0,69.0,11.0,102.0,7.0,88.0,107.0,3.0,6.0,42.0,7.0,39.0,158.0,,0.0,15.0,3.0,114.0,144.0,,24.0,3.0,0
Russia,7944.0,39.0,43.0,55.0,18.0,1357.0,172.0,92.0,18.0,29.0,556.0,142.0,,25.0,26.0,325.0,53.0,37.0,35.0,23.0,42.0,17.0,260.0,354.0,128.0,128.0,27.0,88.0,12.0,21.0,50.0,29.0,374.0,21.0,1229.0,117.0,4.0,177.0,30.0,115.0,298.0,13.0,9.0,72.0,15.0,74.0,353.0,,,40.0,13.0,251.0,435.0,12.0,82.0,5.0,0
Rwanda,520.0,,0.0,29.0,0.0,24.0,14.0,7.0,,4.0,4.0,11.0,0.0,0.0,6.0,15.0,7.0,16.0,0.0,17.0,0.0,19.0,16.0,21.0,14.0,,0.0,15.0,0.0,4.0,,16.0,,,38.0,15.0,,25.0,,7.0,16.0,0.0,3.0,8.0,5.0,21.0,76.0,0.0,0.0,14.0,3.0,13.0,5.0,0.0,,0.0,0
Saint Kitts-Nevis,350.0,5.0,0.0,0.0,0.0,,,10.0,,0.0,59.0,12.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,3.0,,6.0,5.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,80.0,9.0,0.0,,0.0,0.0,7.0,8.0,,0.0,,,12.0,0.0,104.0,,0.0,5.0,0.0,0.0,0.0,0.0,0
Saint Lucia,785.0,,0.0,,3.0,13.0,3.0,44.0,,,91.0,32.0,0.0,,0.0,3.0,8.0,0.0,4.0,0.0,4.0,,17.0,13.0,,0.0,,5.0,0.0,0.0,0.0,0.0,39.0,0.0,306.0,7.0,0.0,0.0,,,19.0,0.0,0.0,,,,41.0,0.0,99.0,,0.0,8.0,4.0,0.0,,0.0,0
Saint Vincent and the Grenadines,468.0,0.0,0.0,,,4.0,0.0,6.0,,,36.0,6.0,0.0,,0.0,5.0,,0.0,,0.0,0.0,0.0,9.0,10.0,4.0,,0.0,,0.0,0.0,0.0,0.0,22.0,0.0,306.0,5.0,0.0,,,,15.0,0.0,0.0,0.0,0.0,,6.0,0.0,8.0,0.0,0.0,8.0,0.0,,0.0,0.0,0
Samoa,267.0,0.0,28.0,4.0,0.0,68.0,3.0,0.0,0.0,0.0,,0.0,0.0,60.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,,,,,0.0,0.0,,0.0,,3.0,0.0,,37.0,0.0,,37.0,0.0,,0.0,0
Sao Tome and Principe,9.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Saudi Arabia,1396.0,15.0,,23.0,,206.0,37.0,13.0,,8.0,66.0,25.0,,,0.0,126.0,13.0,8.0,11.0,5.0,,8.0,26.0,32.0,57.0,37.0,3.0,16.0,,5.0,5.0,3.0,54.0,5.0,133.0,26.0,0.0,49.0,7.0,12.0,46.0,0.0,3.0,6.0,,20.0,124.0,0.0,0.0,3.0,,92.0,35.0,7.0,11.0,,0
Senegal,1424.0,13.0,0.0,7.0,,49.0,10.0,11.0,4.0,15.0,23.0,93.0,0.0,0.0,,26.0,33.0,8.0,,31.0,8.0,0.0,102.0,40.0,46.0,10.0,8.0,15.0,,,4.0,0.0,50.0,,410.0,46.0,0.0,124.0,4.0,8.0,41.0,0.0,45.0,8.0,0.0,23.0,45.0,0.0,,0.0,,24.0,15.0,,13.0,,0
Serbia,244.0,0.0,3.0,5.0,,23.0,,5.0,0.0,,33.0,,0.0,,3.0,38.0,5.0,,4.0,,0.0,3.0,9.0,7.0,4.0,0.0,0.0,,0.0,0.0,3.0,0.0,15.0,0.0,22.0,3.0,0.0,6.0,,,6.0,0.0,0.0,,0.0,,5.0,0.0,0.0,,0.0,9.0,7.0,0.0,8.0,0.0,0
Serbia and Montenegro,1398.0,0.0,,29.0,,97.0,18.0,37.0,5.0,6.0,94.0,16.0,0.0,,6.0,182.0,18.0,6.0,7.0,7.0,6.0,3.0,24.0,31.0,69.0,17.0,0.0,13.0,0.0,,14.0,,81.0,,374.0,20.0,,26.0,13.0,0.0,30.0,0.0,0.0,3.0,,14.0,47.0,0.0,0.0,7.0,3.0,31.0,15.0,,18.0,0.0,0
Seychelles,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Sierra Leone,1985.0,,,26.0,0.0,114.0,11.0,11.0,12.0,23.0,31.0,87.0,0.0,,,17.0,5.0,,0.0,5.0,4.0,0.0,402.0,52.0,19.0,42.0,,15.0,,3.0,3.0,,125.0,,236.0,67.0,,93.0,,6.0,231.0,0.0,4.0,4.0,0.0,5.0,75.0,0.0,0.0,5.0,0.0,203.0,25.0,,5.0,0.0,0
Singapore,690.0,0.0,,10.0,0.0,186.0,9.0,9.0,,,32.0,10.0,,10.0,5.0,30.0,9.0,,,3.0,4.0,0.0,6.0,22.0,6.0,9.0,,8.0,0.0,,6.0,3.0,38.0,4.0,98.0,12.0,0.0,9.0,6.0,9.0,14.0,0.0,4.0,3.0,0.0,0.0,57.0,0.0,0.0,5.0,,9.0,23.0,,8.0,0.0,0
Slovakia,594.0,,,4.0,,66.0,15.0,14.0,3.0,0.0,61.0,7.0,0.0,5.0,0.0,49.0,,0.0,,0.0,,,14.0,10.0,7.0,5.0,,7.0,,,,,110.0,4.0,81.0,13.0,,15.0,0.0,,27.0,0.0,3.0,4.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,12.0,8.0,,10.0,4.0,0
Slovenia,69.0,0.0,0.0,,,14.0,0.0,,0.0,,5.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,,,0.0,0.0,0.0,0.0,,,5.0,0.0,10.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,3.0,,0.0,,0.0,0.0,,3.0,0.0,0.0,0.0,0
Solomon Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Somalia,4451.0,,14.0,145.0,0.0,157.0,218.0,12.0,0.0,,6.0,80.0,0.0,0.0,15.0,55.0,7.0,57.0,54.0,64.0,0.0,118.0,17.0,110.0,42.0,1157.0,0.0,130.0,0.0,239.0,9.0,,,,125.0,25.0,33.0,409.0,0.0,116.0,45.0,0.0,0.0,0.0,31.0,119.0,201.0,0.0,0.0,82.0,51.0,71.0,374.0,0.0,55.0,0.0,0
South Africa,2649.0,20.0,8.0,64.0,15.0,421.0,68.0,42.0,3.0,11.0,316.0,138.0,,9.0,15.0,71.0,20.0,16.0,15.0,14.0,9.0,,77.0,63.0,35.0,28.0,6.0,31.0,6.0,17.0,20.0,4.0,91.0,10.0,180.0,93.0,19.0,55.0,17.0,30.0,73.0,0.0,4.0,21.0,5.0,66.0,200.0,0.0,0.0,49.0,6.0,72.0,64.0,,28.0,0.0,0
"Soviet Union, former",3687.0,19.0,25.0,32.0,5.0,640.0,80.0,36.0,18.0,12.0,363.0,63.0,,14.0,10.0,138.0,22.0,17.0,14.0,9.0,21.0,14.0,86.0,128.0,42.0,37.0,9.0,24.0,6.0,8.0,40.0,10.0,213.0,10.0,648.0,46.0,,63.0,14.0,42.0,141.0,,10.0,42.0,,24.0,131.0,0.0,0.0,29.0,8.0,102.0,151.0,12.0,45.0,7.0,0
Spain,1890.0,6.0,,20.0,5.0,279.0,36.0,24.0,3.0,10.0,405.0,55.0,0.0,8.0,,51.0,21.0,5.0,14.0,4.0,15.0,8.0,35.0,75.0,26.0,14.0,,21.0,,3.0,6.0,,98.0,5.0,218.0,49.0,0.0,27.0,8.0,7.0,25.0,34.0,8.0,29.0,,12.0,128.0,,0.0,9.0,3.0,29.0,28.0,,11.0,,0
Sri Lanka,2053.0,5.0,,19.0,5.0,456.0,19.0,47.0,,3.0,43.0,37.0,0.0,6.0,3.0,50.0,16.0,7.0,8.0,5.0,10.0,0.0,115.0,53.0,19.0,31.0,5.0,10.0,0.0,5.0,30.0,7.0,150.0,,461.0,24.0,,37.0,16.0,9.0,37.0,0.0,,4.0,0.0,6.0,136.0,0.0,0.0,8.0,7.0,67.0,46.0,6.0,12.0,5.0,0
Sudan,2628.0,14.0,15.0,76.0,,157.0,99.0,32.0,3.0,12.0,35.0,97.0,0.0,0.0,8.0,70.0,21.0,94.0,14.0,38.0,7.0,21.0,96.0,61.0,64.0,88.0,3.0,50.0,0.0,155.0,11.0,22.0,42.0,,243.0,106.0,20.0,43.0,,9.0,132.0,0.0,0.0,6.0,21.0,71.0,182.0,0.0,0.0,47.0,,266.0,45.0,0.0,25.0,,0
Suriname,196.0,,0.0,,0.0,10.0,0.0,4.0,0.0,0.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,,4.0,0.0,,0.0,0.0,,0.0,10.0,0.0,96.0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Swaziland,19.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Sweden,979.0,3.0,3.0,18.0,,218.0,22.0,26.0,3.0,6.0,96.0,31.0,0.0,13.0,,42.0,3.0,,,6.0,5.0,5.0,13.0,28.0,9.0,21.0,,4.0,,0.0,13.0,5.0,22.0,,124.0,37.0,0.0,14.0,,8.0,27.0,,,6.0,,8.0,49.0,0.0,0.0,11.0,4.0,20.0,30.0,0.0,8.0,3.0,0
Switzerland,615.0,,6.0,19.0,4.0,128.0,11.0,13.0,0.0,3.0,66.0,16.0,0.0,10.0,6.0,22.0,3.0,,0.0,4.0,,0.0,9.0,16.0,12.0,13.0,0.0,,,,,,33.0,5.0,80.0,9.0,,4.0,0.0,6.0,11.0,,3.0,6.0,0.0,10.0,28.0,0.0,0.0,7.0,,15.0,17.0,,,,0
Syria,2785.0,5.0,,62.0,12.0,773.0,8.0,64.0,3.0,,163.0,30.0,0.0,,4.0,273.0,15.0,15.0,4.0,21.0,7.0,10.0,40.0,101.0,163.0,18.0,3.0,23.0,0.0,6.0,8.0,5.0,150.0,7.0,115.0,30.0,,105.0,22.0,19.0,155.0,,36.0,8.0,,14.0,144.0,0.0,,6.0,4.0,65.0,26.0,13.0,20.0,0.0,0
Taiwan,6154.0,16.0,4.0,62.0,13.0,2785.0,49.0,37.0,14.0,9.0,107.0,116.0,15.0,46.0,10.0,125.0,47.0,16.0,30.0,19.0,19.0,6.0,141.0,142.0,67.0,31.0,10.0,39.0,,5.0,39.0,11.0,239.0,8.0,544.0,73.0,0.0,74.0,23.0,65.0,94.0,0.0,8.0,25.0,,27.0,485.0,0.0,0.0,32.0,0.0,111.0,279.0,,30.0,,0
Tajikistan,382.0,,,0.0,3.0,25.0,32.0,,0.0,,4.0,9.0,0.0,,,11.0,0.0,,3.0,0.0,,,5.0,4.0,,5.0,0.0,,,22.0,3.0,0.0,14.0,3.0,126.0,0.0,0.0,5.0,0.0,5.0,18.0,0.0,0.0,13.0,0.0,0.0,7.0,0.0,0.0,3.0,4.0,30.0,11.0,0.0,,0.0,0
Tanzania,1427.0,15.0,0.0,59.0,,83.0,23.0,7.0,3.0,3.0,38.0,47.0,0.0,0.0,35.0,28.0,15.0,40.0,35.0,64.0,8.0,,59.0,48.0,25.0,23.0,0.0,31.0,0.0,,7.0,8.0,36.0,14.0,74.0,21.0,6.0,67.0,,16.0,65.0,0.0,19.0,14.0,38.0,25.0,181.0,0.0,0.0,7.0,4.0,72.0,39.0,,16.0,,0
Thailand,9962.0,42.0,39.0,350.0,18.0,1387.0,330.0,105.0,14.0,14.0,381.0,336.0,7.0,76.0,51.0,325.0,290.0,176.0,114.0,205.0,34.0,24.0,100.0,188.0,149.0,415.0,17.0,89.0,7.0,254.0,133.0,21.0,175.0,11.0,798.0,456.0,5.0,112.0,38.0,143.0,190.0,0.0,13.0,44.0,86.0,116.0,1125.0,3.0,22.0,125.0,24.0,271.0,273.0,11.0,224.0,6.0,0
Togo,1506.0,16.0,0.0,15.0,0.0,36.0,31.0,32.0,,14.0,19.0,112.0,0.0,,0.0,135.0,10.0,17.0,10.0,22.0,3.0,,182.0,14.0,13.0,89.0,,15.0,0.0,83.0,9.0,0.0,52.0,0.0,212.0,86.0,,44.0,,,60.0,0.0,4.0,10.0,0.0,10.0,52.0,0.0,0.0,11.0,,56.0,11.0,0.0,8.0,0.0,0
Tonga,408.0,0.0,7.0,11.0,0.0,200.0,,0.0,0.0,,3.0,0.0,0.0,51.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,12.0,0.0,0.0,84.0,0.0,0.0,10.0,0.0,0.0,0.0,0
Trinidad and Tobago,5023.0,11.0,,15.0,5.0,56.0,13.0,53.0,15.0,16.0,884.0,138.0,0.0,6.0,0.0,33.0,18.0,,4.0,16.0,23.0,,237.0,106.0,29.0,17.0,5.0,7.0,0.0,,,5.0,371.0,,2362.0,57.0,,11.0,3.0,,157.0,3.0,5.0,15.0,,13.0,183.0,,16.0,3.0,,65.0,16.0,6.0,9.0,0.0,0
Tunisia,440.0,,,3.0,,66.0,7.0,5.0,0.0,4.0,46.0,12.0,,,0.0,14.0,6.0,0.0,,4.0,5.0,4.0,11.0,9.0,16.0,9.0,0.0,3.0,0.0,0.0,,,13.0,,50.0,8.0,0.0,14.0,,4.0,24.0,3.0,0.0,,0.0,3.0,24.0,0.0,0.0,0.0,0.0,45.0,11.0,,,,0
Turkey,4403.0,10.0,11.0,69.0,12.0,582.0,46.0,93.0,26.0,29.0,334.0,88.0,0.0,5.0,5.0,164.0,32.0,17.0,15.0,9.0,19.0,10.0,103.0,157.0,61.0,36.0,9.0,33.0,,8.0,28.0,18.0,586.0,13.0,787.0,67.0,3.0,85.0,9.0,30.0,152.0,3.0,10.0,16.0,0.0,16.0,294.0,,0.0,19.0,0.0,178.0,83.0,4.0,13.0,,0
Turkmenistan,260.0,,0.0,,0.0,40.0,5.0,3.0,0.0,,20.0,3.0,0.0,0.0,0.0,13.0,,0.0,0.0,0.0,0.0,0.0,,13.0,3.0,,0.0,4.0,0.0,0.0,0.0,,8.0,4.0,54.0,0.0,,4.0,0.0,6.0,13.0,0.0,3.0,0.0,0.0,,15.0,0.0,0.0,3.0,0.0,3.0,13.0,0.0,19.0,0.0,0
Turks and Caicos Islands,33.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tuvalu,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
U.S. Virgin Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Uganda,1239.0,28.0,,9.0,10.0,140.0,31.0,9.0,3.0,4.0,26.0,25.0,0.0,,,44.0,25.0,3.0,9.0,16.0,5.0,13.0,64.0,262.0,31.0,32.0,,22.0,3.0,6.0,6.0,,33.0,3.0,36.0,27.0,5.0,29.0,18.0,8.0,44.0,0.0,3.0,4.0,0.0,23.0,72.0,0.0,0.0,9.0,,44.0,36.0,,11.0,0.0,0
Ukraine,8292.0,42.0,14.0,63.0,11.0,1022.0,125.0,156.0,13.0,10.0,397.0,113.0,,15.0,7.0,778.0,64.0,38.0,25.0,39.0,25.0,9.0,139.0,193.0,226.0,101.0,22.0,65.0,11.0,46.0,53.0,15.0,492.0,12.0,1576.0,165.0,6.0,283.0,20.0,141.0,490.0,,10.0,60.0,15.0,51.0,251.0,0.0,0.0,63.0,4.0,125.0,583.0,7.0,87.0,10.0,0
United Arab Emirates,707.0,10.0,0.0,9.0,,100.0,3.0,7.0,0.0,,41.0,10.0,0.0,,0.0,38.0,4.0,,6.0,,,0.0,20.0,17.0,29.0,12.0,,4.0,0.0,,,,47.0,5.0,87.0,12.0,,22.0,5.0,,16.0,0.0,,4.0,,7.0,112.0,0.0,,5.0,,35.0,13.0,,5.0,0.0,0
United Kingdom,11572.0,74.0,20.0,234.0,52.0,2016.0,199.0,235.0,20.0,83.0,1204.0,328.0,0.0,40.0,21.0,325.0,132.0,31.0,29.0,49.0,55.0,33.0,210.0,478.0,298.0,129.0,20.0,93.0,22.0,24.0,93.0,43.0,460.0,34.0,1297.0,317.0,7.0,201.0,77.0,137.0,324.0,8.0,39.0,110.0,9.0,106.0,1055.0,0.0,5.0,56.0,21.0,318.0,278.0,29.0,78.0,16.0,0
United States,269.0,,0.0,3.0,0.0,57.0,,,3.0,,27.0,6.0,0.0,,0.0,4.0,,0.0,0.0,0.0,,0.0,10.0,7.0,4.0,,0.0,,0.0,,4.0,,11.0,3.0,27.0,0.0,0.0,3.0,3.0,0.0,4.0,0.0,0.0,,0.0,,50.0,0.0,0.0,4.0,0.0,14.0,,0.0,,0.0,0
Uruguay,1553.0,0.0,0.0,8.0,,65.0,4.0,22.0,,5.0,507.0,130.0,0.0,,0.0,8.0,4.0,0.0,5.0,3.0,5.0,,23.0,86.0,3.0,5.0,6.0,,0.0,0.0,9.0,6.0,272.0,4.0,139.0,24.0,,9.0,,3.0,25.0,14.0,3.0,13.0,0.0,8.0,45.0,3.0,0.0,29.0,,28.0,4.0,,13.0,0.0,0
Uzbekistan,5056.0,4.0,0.0,44.0,4.0,288.0,40.0,17.0,0.0,8.0,180.0,33.0,0.0,,25.0,114.0,11.0,7.0,4.0,6.0,14.0,,88.0,37.0,31.0,19.0,3.0,47.0,,0.0,5.0,3.0,122.0,,3077.0,26.0,,141.0,6.0,23.0,291.0,0.0,5.0,48.0,0.0,73.0,58.0,0.0,0.0,,,81.0,50.0,0.0,13.0,,0
Vanuatu,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0
Venezuela,9183.0,25.0,,30.0,22.0,343.0,50.0,85.0,18.0,13.0,4954.0,304.0,,5.0,,96.0,60.0,11.0,16.0,29.0,55.0,6.0,85.0,157.0,49.0,32.0,13.0,35.0,,14.0,28.0,15.0,214.0,23.0,439.0,153.0,0.0,86.0,73.0,17.0,85.0,125.0,32.0,43.0,0.0,88.0,968.0,,0.0,73.0,3.0,124.0,39.0,3.0,37.0,,0
Vietnam,34157.0,178.0,25.0,602.0,125.0,12213.0,503.0,140.0,26.0,25.0,1384.0,1113.0,7.0,158.0,33.0,574.0,146.0,277.0,318.0,115.0,401.0,32.0,485.0,1033.0,387.0,593.0,144.0,303.0,18.0,280.0,157.0,87.0,466.0,147.0,547.0,952.0,20.0,235.0,311.0,643.0,940.0,3.0,15.0,150.0,22.0,228.0,4546.0,0.0,0.0,176.0,16.0,902.0,1838.0,20.0,91.0,7.0,0
Yemen,3361.0,28.0,0.0,,9.0,543.0,,28.0,6.0,0.0,10.0,5.0,0.0,0.0,3.0,108.0,51.0,3.0,0.0,,24.0,,4.0,,632.0,30.0,50.0,5.0,0.0,,0.0,0.0,34.0,10.0,1490.0,90.0,0.0,12.0,0.0,5.0,9.0,0.0,0.0,0.0,,69.0,13.0,0.0,0.0,,0.0,46.0,30.0,3.0,,0.0,0
Zambia,652.0,7.0,,29.0,,54.0,7.0,6.0,,5.0,27.0,48.0,0.0,0.0,,27.0,18.0,3.0,6.0,13.0,8.0,5.0,30.0,11.0,19.0,15.0,,14.0,0.0,0.0,,0.0,23.0,,51.0,18.0,0.0,14.0,6.0,,24.0,0.0,0.0,5.0,8.0,11.0,77.0,0.0,0.0,8.0,0.0,15.0,21.0,,5.0,0.0,0
Zimbabwe,1016.0,,,16.0,0.0,70.0,20.0,6.0,3.0,7.0,47.0,73.0,0.0,,4.0,26.0,45.0,4.0,11.0,23.0,6.0,,36.0,60.0,30.0,10.0,,8.0,,19.0,4.0,7.0,24.0,6.0,52.0,24.0,,44.0,9.0,11.0,30.0,0.0,0.0,8.0,,17.0,197.0,0.0,0.0,9.0,0.0,13.0,10.0,,8.0,6.0,0
Unknown,1245.0,8.0,3.0,17.0,3.0,197.0,12.0,4.0,1.0,4.0,109.0,17.0,0.0,0.0,5.0,119.0,17.0,4.0,2.0,5.0,43.0,1.0,31.0,18.0,47.0,12.0,6.0,28.0,0.0,4.0,3.0,2.0,52.0,3.0,106.0,42.0,2.0,67.0,1.0,7.0,43.0,5.0,1.0,3.0,1.0,17.0,104.0,0.0,10.0,2.0,3.0,24.0,10.0,1.0,19.0,0.0,0
