,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Territories,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Mauritius,64.0,,0.0,,0.0,19.0,,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,6.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,4.0,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,1
Mexico,94783.0,314.0,70.0,5765.0,510.0,37011.0,2048.0,129.0,133.0,13.0,2330.0,1717.0,,89.0,621.0,5901.0,685.0,368.0,711.0,202.0,172.0,13.0,276.0,168.0,581.0,461.0,133.0,358.0,23.0,477.0,2035.0,36.0,505.0,1427.0,963.0,1237.0,22.0,379.0,626.0,1270.0,500.0,60.0,45.0,319.0,27.0,508.0,18862.0,166.0,,927.0,7.0,373.0,2077.0,18.0,745.0,73.0,294
"Micronesia, Federated States",74.0,,,,0.0,7.0,,0.0,0.0,,,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,13.0,6.0,,0.0,,5.0,8.0,0.0,0.0,0.0,1
Moldova,1398.0,7.0,3.0,9.0,,321.0,16.0,12.0,0.0,3.0,31.0,43.0,0.0,0.0,3.0,28.0,4.0,,0.0,6.0,3.0,,22.0,73.0,6.0,93.0,0.0,29.0,,,5.0,,22.0,0.0,122.0,49.0,0.0,8.0,,68.0,36.0,0.0,0.0,9.0,0.0,10.0,16.0,,0.0,4.0,,22.0,291.0,0.0,5.0,0.0,8
Monaco,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mongolia,242.0,0.0,0.0,0.0,,87.0,16.0,0.0,0.0,,,3.0,0.0,0.0,3.0,28.0,9.0,,0.0,,,0.0,6.0,0.0,,,0.0,3.0,0.0,0.0,,0.0,0.0,0.0,11.0,,0.0,4.0,,0.0,,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,0.0,22.0,9.0,,,0.0,14
Montenegro,205.0,0.0,0.0,,0.0,4.0,0.0,7.0,,0.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,22.0,0.0,0.0,,0.0,0.0,,0.0,14.0,0.0,133.0,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Montserrat,63.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,12.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,6.0,,0.0,,0.0,0.0,0.0,0.0,4
Morocco,3656.0,16.0,0.0,25.0,,259.0,70.0,84.0,14.0,7.0,463.0,55.0,0.0,5.0,4.0,156.0,22.0,10.0,15.0,20.0,22.0,9.0,69.0,477.0,24.0,47.0,7.0,18.0,6.0,,25.0,15.0,179.0,3.0,411.0,129.0,0.0,110.0,46.0,10.0,210.0,,28.0,29.0,,11.0,150.0,0.0,0.0,5.0,,241.0,37.0,,23.0,,77
Mozambique,49.0,0.0,0.0,0.0,0.0,8.0,,3.0,0.0,0.0,5.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1
Namibia,29.0,0.0,0.0,,0.0,3.0,,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0
Nepal,2235.0,14.0,4.0,31.0,3.0,308.0,157.0,48.0,0.0,6.0,40.0,29.0,0.0,8.0,,57.0,15.0,10.0,14.0,23.0,5.0,0.0,145.0,127.0,21.0,39.0,,16.0,0.0,26.0,10.0,27.0,33.0,15.0,257.0,43.0,0.0,10.0,5.0,22.0,21.0,0.0,4.0,14.0,4.0,8.0,257.0,5.0,0.0,5.0,5.0,182.0,51.0,0.0,32.0,,74
Netherlands,778.0,4.0,4.0,14.0,,149.0,35.0,12.0,,4.0,56.0,28.0,0.0,13.0,4.0,23.0,,,3.0,,4.0,,18.0,30.0,29.0,10.0,,9.0,4.0,,3.0,3.0,26.0,3.0,58.0,15.0,0.0,20.0,4.0,7.0,17.0,,,9.0,,16.0,44.0,,0.0,9.0,0.0,24.0,27.0,0.0,12.0,0.0,9
Netherlands Antilles,60.0,,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,9.0,,0.0,0.0,,0.0,3.0,0.0,,0.0,0.0,0.0,,0.0,4.0,0.0,,5.0,,0.0,0.0,0.0,0
New Caledonia,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
New Zealand,480.0,,4.0,7.0,,131.0,19.0,4.0,0.0,0.0,29.0,13.0,,12.0,3.0,5.0,0.0,,,0.0,0.0,,12.0,20.0,6.0,4.0,,6.0,3.0,,10.0,3.0,6.0,,28.0,8.0,,9.0,,6.0,14.0,0.0,,4.0,,6.0,32.0,,,9.0,0.0,7.0,26.0,0.0,7.0,,2
Nicaragua,5092.0,9.0,,28.0,8.0,1068.0,19.0,14.0,,7.0,2577.0,89.0,0.0,3.0,5.0,41.0,24.0,6.0,9.0,5.0,68.0,,90.0,36.0,7.0,23.0,5.0,11.0,,8.0,54.0,0.0,106.0,4.0,127.0,84.0,,21.0,9.0,21.0,24.0,10.0,3.0,18.0,0.0,14.0,227.0,13.0,,19.0,,54.0,35.0,,21.0,0.0,57
Niger,124.0,0.0,0.0,,,,,,0.0,0.0,,,0.0,0.0,,0.0,7.0,0.0,0.0,,,,19.0,,3.0,0.0,0.0,0.0,0.0,,0.0,,4.0,0.0,13.0,23.0,0.0,5.0,,0.0,22.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,2
Nigeria,9344.0,52.0,10.0,85.0,20.0,773.0,59.0,78.0,46.0,47.0,273.0,694.0,0.0,3.0,,572.0,102.0,17.0,38.0,28.0,38.0,3.0,1065.0,299.0,144.0,203.0,14.0,66.0,,18.0,40.0,12.0,580.0,10.0,974.0,228.0,7.0,160.0,68.0,22.0,258.0,0.0,72.0,70.0,0.0,106.0,1622.0,9.0,,10.0,,150.0,57.0,5.0,46.0,,82
Norway,90.0,0.0,0.0,4.0,0.0,12.0,4.0,,0.0,0.0,5.0,0.0,0.0,,,5.0,3.0,,,0.0,,0.0,0.0,,0.0,3.0,0.0,0.0,,0.0,,0.0,5.0,,3.0,5.0,0.0,,0.0,3.0,,0.0,,,0.0,0.0,7.0,,0.0,,0.0,3.0,7.0,0.0,0.0,0.0,0
Oman,37.0,0.0,0.0,0.0,0.0,5.0,0.0,,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Pakistan,10655.0,61.0,6.0,82.0,26.0,1359.0,60.0,179.0,40.0,5.0,418.0,355.0,,3.0,,851.0,57.0,20.0,33.0,45.0,77.0,3.0,393.0,206.0,247.0,60.0,16.0,95.0,0.0,5.0,55.0,18.0,599.0,7.0,1753.0,197.0,6.0,129.0,58.0,25.0,299.0,,27.0,40.0,,84.0,1671.0,,,25.0,4.0,517.0,128.0,5.0,63.0,4.0,231
Palau,68.0,0.0,,0.0,0.0,4.0,,0.0,0.0,0.0,,,5.0,8.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,,5.0,0.0,,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,,2
Panama,1340.0,10.0,,13.0,6.0,113.0,16.0,6.0,,3.0,289.0,97.0,0.0,6.0,0.0,25.0,5.0,,9.0,8.0,9.0,,39.0,25.0,8.0,10.0,8.0,11.0,0.0,3.0,20.0,0.0,37.0,8.0,181.0,46.0,0.0,18.0,10.0,3.0,21.0,8.0,,13.0,0.0,31.0,125.0,6.0,0.0,,0.0,42.0,25.0,,6.0,0.0,11
Papua New Guinea,17.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Paraguay,289.0,,,4.0,0.0,25.0,3.0,5.0,0.0,,62.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,5.0,0.0,,0.0,,0.0,0.0,5.0,0.0,23.0,0.0,75.0,4.0,0.0,0.0,0.0,,5.0,0.0,0.0,,0.0,,11.0,,0.0,6.0,0.0,11.0,4.0,0.0,,0.0,3
Peru,10266.0,27.0,6.0,98.0,13.0,1535.0,102.0,253.0,13.0,18.0,2803.0,222.0,,22.0,23.0,170.0,46.0,3.0,17.0,29.0,17.0,6.0,290.0,197.0,28.0,33.0,9.0,36.0,7.0,13.0,103.0,19.0,1179.0,18.0,836.0,179.0,3.0,102.0,54.0,56.0,152.0,25.0,30.0,62.0,,51.0,417.0,11.0,,178.0,7.0,400.0,87.0,6.0,37.0,4.0,210
Philippines,42520.0,110.0,341.0,641.0,77.0,17288.0,199.0,286.0,67.0,46.0,1936.0,382.0,509.0,1644.0,89.0,2238.0,291.0,67.0,105.0,173.0,108.0,36.0,863.0,309.0,357.0,232.0,89.0,179.0,30.0,46.0,1668.0,49.0,2247.0,87.0,2157.0,445.0,24.0,328.0,176.0,246.0,425.0,,51.0,277.0,24.0,223.0,2457.0,213.0,39.0,119.0,,804.0,1240.0,30.0,158.0,27.0,253
Pitcairn Island,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Poland,8844.0,11.0,5.0,79.0,,326.0,87.0,567.0,8.0,5.0,419.0,62.0,0.0,16.0,7.0,2860.0,40.0,3.0,4.0,16.0,8.0,10.0,59.0,241.0,147.0,30.0,,18.0,,8.0,50.0,18.0,1117.0,11.0,1662.0,70.0,0.0,89.0,14.0,39.0,243.0,,29.0,36.0,,29.0,116.0,8.0,0.0,11.0,6.0,59.0,83.0,5.0,52.0,,51
Portugal,1426.0,,0.0,4.0,,122.0,3.0,91.0,3.0,,89.0,6.0,0.0,0.0,5.0,7.0,,,0.0,,0.0,5.0,18.0,314.0,,0.0,0.0,3.0,0.0,,,10.0,422.0,,113.0,12.0,0.0,,,3.0,32.0,0.0,83.0,3.0,0.0,,8.0,3.0,0.0,,,12.0,8.0,0.0,,0.0,22
Qatar,101.0,,0.0,,0.0,7.0,0.0,0.0,,0.0,11.0,4.0,0.0,0.0,0.0,4.0,0.0,,,0.0,0.0,0.0,5.0,,7.0,,0.0,,0.0,,0.0,0.0,,0.0,6.0,3.0,0.0,3.0,3.0,,,0.0,0.0,0.0,0.0,,19.0,0.0,0.0,,0.0,4.0,,0.0,,0.0,1
Romania,4314.0,20.0,7.0,187.0,13.0,621.0,58.0,65.0,9.0,7.0,353.0,212.0,,8.0,17.0,475.0,34.0,7.0,6.0,11.0,15.0,6.0,46.0,92.0,235.0,22.0,5.0,25.0,,7.0,65.0,23.0,117.0,6.0,435.0,73.0,0.0,164.0,12.0,109.0,114.0,0.0,5.0,42.0,3.0,50.0,192.0,6.0,3.0,10.0,7.0,54.0,204.0,0.0,26.0,,26
Russia,8257.0,31.0,40.0,82.0,11.0,1448.0,207.0,97.0,14.0,7.0,542.0,165.0,,19.0,38.0,326.0,58.0,20.0,25.0,50.0,13.0,22.0,196.0,412.0,73.0,115.0,14.0,59.0,13.0,15.0,105.0,41.0,398.0,33.0,1252.0,131.0,5.0,164.0,42.0,190.0,294.0,,16.0,67.0,8.0,55.0,263.0,10.0,0.0,40.0,10.0,155.0,695.0,4.0,86.0,6.0,72
Rwanda,265.0,0.0,0.0,11.0,0.0,14.0,6.0,,3.0,,6.0,22.0,0.0,0.0,0.0,6.0,5.0,,7.0,,0.0,,10.0,9.0,15.0,8.0,0.0,,0.0,0.0,5.0,6.0,,0.0,24.0,5.0,,16.0,0.0,3.0,9.0,0.0,9.0,0.0,0.0,9.0,24.0,0.0,0.0,,0.0,10.0,5.0,0.0,,,3
Saint Kitts-Nevis,306.0,,,0.0,0.0,,,,0.0,0.0,64.0,14.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,13.0,5.0,,,0.0,0.0,0.0,0.0,,0.0,8.0,0.0,77.0,7.0,0.0,,3.0,0.0,6.0,5.0,4.0,0.0,0.0,,3.0,0.0,72.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1
Saint Lucia,600.0,,0.0,3.0,0.0,19.0,3.0,29.0,,,93.0,25.0,0.0,,0.0,3.0,0.0,,,,5.0,0.0,13.0,12.0,,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,3.0,215.0,9.0,0.0,4.0,,0.0,13.0,,,8.0,0.0,,30.0,4.0,58.0,0.0,,13.0,0.0,0.0,3.0,0.0,1
Saint Vincent and the Grenadines,416.0,0.0,,4.0,,10.0,,3.0,3.0,,45.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,9.0,13.0,3.0,,0.0,,0.0,0.0,,0.0,22.0,0.0,219.0,6.0,0.0,0.0,3.0,,9.0,,0.0,3.0,0.0,0.0,10.0,,11.0,0.0,,9.0,,0.0,0.0,0.0,2
Samoa,172.0,0.0,5.0,5.0,0.0,36.0,,0.0,0.0,0.0,5.0,,0.0,29.0,,,0.0,0.0,0.0,5.0,,,0.0,0.0,,0.0,0.0,9.0,,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0.0,0.0,,,0.0,32.0,0.0,0.0,23.0,0.0,0.0,0.0,0
San Marino,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Sao Tome and Principe,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Saudi Arabia,814.0,7.0,,13.0,3.0,115.0,9.0,5.0,4.0,0.0,44.0,16.0,0.0,0.0,0.0,59.0,7.0,,5.0,6.0,3.0,,16.0,21.0,63.0,17.0,,10.0,0.0,,8.0,0.0,40.0,,58.0,12.0,,34.0,,6.0,35.0,0.0,0.0,5.0,,8.0,98.0,0.0,0.0,3.0,,39.0,12.0,,5.0,0.0,11
Senegal,752.0,,0.0,3.0,,32.0,9.0,9.0,5.0,5.0,19.0,38.0,0.0,,0.0,16.0,15.0,,4.0,14.0,,0.0,53.0,21.0,15.0,5.0,4.0,14.0,0.0,,6.0,,27.0,,170.0,31.0,0.0,58.0,9.0,5.0,18.0,0.0,35.0,11.0,0.0,13.0,26.0,0.0,,3.0,,14.0,13.0,,6.0,0.0,10
Serbia,85.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,57.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0
Serbia and Montenegro,2185.0,,,51.0,0.0,197.0,11.0,75.0,5.0,3.0,159.0,38.0,0.0,6.0,7.0,192.0,29.0,15.0,3.0,17.0,3.0,,30.0,34.0,198.0,7.0,,24.0,0.0,3.0,35.0,9.0,111.0,,573.0,28.0,5.0,56.0,6.0,6.0,55.0,0.0,,4.0,,22.0,57.0,,0.0,4.0,,21.0,27.0,,20.0,0.0,21
Seychelles,19.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0
Sierra Leone,1831.0,4.0,3.0,22.0,,95.0,11.0,5.0,22.0,6.0,36.0,73.0,0.0,0.0,0.0,25.0,11.0,6.0,,6.0,,0.0,371.0,67.0,28.0,57.0,0.0,14.0,0.0,5.0,5.0,5.0,127.0,,181.0,57.0,,82.0,4.0,,146.0,0.0,6.0,10.0,,12.0,78.0,4.0,0.0,,0.0,129.0,23.0,0.0,9.0,,74
Singapore,311.0,0.0,0.0,3.0,,97.0,6.0,3.0,0.0,0.0,8.0,10.0,0.0,5.0,,4.0,3.0,,,0.0,,0.0,7.0,7.0,7.0,4.0,0.0,,0.0,0.0,14.0,0.0,9.0,,21.0,7.0,0.0,6.0,3.0,,5.0,0.0,0.0,4.0,0.0,,33.0,,0.0,,,,21.0,0.0,,0.0,4
Slovakia,421.0,0.0,,7.0,0.0,44.0,11.0,8.0,,0.0,36.0,14.0,0.0,5.0,,39.0,0.0,,,,0.0,,9.0,10.0,7.0,6.0,,7.0,0.0,0.0,4.0,,66.0,0.0,59.0,6.0,0.0,7.0,,6.0,17.0,0.0,0.0,3.0,,4.0,6.0,0.0,0.0,3.0,0.0,7.0,5.0,,3.0,0.0,7
Slovenia,57.0,0.0,0.0,3.0,,7.0,0.0,0.0,,0.0,6.0,,0.0,0.0,0.0,6.0,0.0,,0.0,,0.0,0.0,,3.0,,,0.0,0.0,0.0,0.0,,0.0,,0.0,5.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,1
Solomon Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Somalia,7971.0,0.0,8.0,238.0,0.0,405.0,117.0,18.0,0.0,,5.0,138.0,0.0,0.0,28.0,148.0,24.0,31.0,61.0,101.0,3.0,294.0,46.0,217.0,53.0,2807.0,0.0,110.0,0.0,117.0,23.0,10.0,3.0,,125.0,44.0,50.0,861.0,3.0,137.0,24.0,0.0,0.0,,14.0,181.0,209.0,3.0,,117.0,28.0,101.0,880.0,0.0,99.0,0.0,85
South Africa,2566.0,21.0,10.0,47.0,18.0,354.0,64.0,53.0,8.0,3.0,319.0,191.0,0.0,10.0,4.0,93.0,26.0,10.0,21.0,20.0,9.0,6.0,43.0,80.0,32.0,38.0,8.0,11.0,,10.0,24.0,14.0,74.0,9.0,132.0,101.0,,50.0,17.0,39.0,73.0,0.0,3.0,32.0,4.0,58.0,226.0,6.0,,24.0,,46.0,67.0,0.0,32.0,3.0,19
"Soviet Union, former",2812.0,7.0,14.0,29.0,4.0,507.0,54.0,47.0,,8.0,194.0,48.0,0.0,5.0,4.0,138.0,18.0,13.0,10.0,8.0,5.0,5.0,76.0,71.0,71.0,35.0,,19.0,5.0,8.0,19.0,11.0,151.0,7.0,595.0,52.0,0.0,47.0,11.0,68.0,70.0,,9.0,19.0,7.0,17.0,77.0,0.0,0.0,15.0,5.0,51.0,119.0,,22.0,,29
Spain,1253.0,4.0,5.0,23.0,0.0,185.0,21.0,18.0,4.0,11.0,212.0,34.0,0.0,3.0,0.0,32.0,9.0,,,3.0,6.0,,26.0,41.0,12.0,6.0,0.0,13.0,,5.0,13.0,7.0,99.0,6.0,137.0,22.0,,14.0,5.0,7.0,27.0,24.0,4.0,15.0,,6.0,71.0,11.0,0.0,17.0,,33.0,25.0,0.0,8.0,,17
Sri Lanka,1334.0,3.0,0.0,18.0,11.0,324.0,7.0,8.0,,4.0,56.0,24.0,0.0,4.0,,38.0,7.0,6.0,12.0,10.0,4.0,,96.0,54.0,30.0,20.0,,7.0,0.0,4.0,30.0,6.0,61.0,,197.0,18.0,0.0,35.0,4.0,11.0,44.0,0.0,,,0.0,7.0,96.0,0.0,0.0,,,31.0,13.0,0.0,6.0,0.0,14
Sudan,2444.0,20.0,3.0,116.0,,140.0,59.0,22.0,4.0,7.0,59.0,37.0,0.0,0.0,13.0,73.0,14.0,120.0,14.0,21.0,9.0,36.0,60.0,42.0,33.0,102.0,3.0,46.0,0.0,149.0,5.0,33.0,36.0,0.0,168.0,97.0,27.0,48.0,4.0,5.0,86.0,0.0,0.0,8.0,25.0,99.0,204.0,0.0,,58.0,9.0,175.0,83.0,0.0,11.0,0.0,59
Suriname,194.0,,0.0,0.0,0.0,8.0,,0.0,,0.0,65.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,,,6.0,0.0,3.0,3.0,,,0.0,,0.0,,,0.0,13.0,0.0,61.0,4.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1
Swaziland,15.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Sweden,872.0,11.0,,10.0,0.0,230.0,27.0,25.0,3.0,0.0,110.0,16.0,0.0,6.0,4.0,32.0,4.0,,,,,4.0,13.0,37.0,6.0,18.0,,6.0,,,6.0,,29.0,3.0,67.0,16.0,,6.0,3.0,16.0,19.0,0.0,,7.0,0.0,,43.0,,,6.0,4.0,11.0,37.0,0.0,4.0,0.0,14
Switzerland,427.0,3.0,,14.0,,105.0,11.0,4.0,0.0,4.0,38.0,9.0,,3.0,,10.0,4.0,,,,,,12.0,10.0,3.0,,,4.0,,,5.0,,14.0,4.0,43.0,11.0,0.0,10.0,,6.0,13.0,,0.0,,0.0,6.0,21.0,,,3.0,,7.0,13.0,,,3.0,2
Syria,1981.0,7.0,0.0,32.0,10.0,581.0,17.0,20.0,,0.0,133.0,27.0,0.0,,0.0,142.0,19.0,5.0,7.0,15.0,6.0,0.0,24.0,77.0,104.0,5.0,5.0,12.0,0.0,7.0,7.0,6.0,115.0,5.0,165.0,17.0,0.0,68.0,16.0,15.0,96.0,3.0,15.0,3.0,0.0,20.0,91.0,0.0,,,0.0,23.0,17.0,3.0,8.0,0.0,26
Taiwan,5065.0,13.0,4.0,50.0,8.0,2432.0,41.0,24.0,3.0,,116.0,99.0,4.0,42.0,5.0,114.0,34.0,5.0,27.0,19.0,17.0,,98.0,96.0,48.0,25.0,5.0,17.0,,3.0,43.0,7.0,196.0,13.0,371.0,73.0,0.0,56.0,14.0,39.0,56.0,0.0,7.0,18.0,,19.0,424.0,,0.0,32.0,0.0,66.0,204.0,5.0,30.0,0.0,37
Tajikistan,155.0,,0.0,9.0,0.0,22.0,20.0,0.0,0.0,0.0,7.0,,0.0,,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,5.0,,0.0,9.0,0.0,37.0,,3.0,,,8.0,4.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,0
Tanzania,516.0,8.0,0.0,6.0,,50.0,,5.0,,3.0,51.0,28.0,0.0,0.0,0.0,9.0,7.0,,12.0,,4.0,0.0,33.0,18.0,9.0,19.0,,5.0,,,6.0,,7.0,6.0,27.0,19.0,0.0,26.0,,0.0,21.0,0.0,,4.0,0.0,9.0,63.0,,0.0,,0.0,10.0,18.0,,4.0,0.0,8
Thailand,5299.0,29.0,56.0,53.0,25.0,1838.0,53.0,24.0,7.0,4.0,275.0,110.0,5.0,69.0,13.0,135.0,21.0,10.0,32.0,18.0,25.0,15.0,96.0,138.0,61.0,370.0,6.0,36.0,4.0,8.0,139.0,11.0,62.0,12.0,170.0,99.0,,61.0,22.0,64.0,73.0,0.0,16.0,24.0,6.0,43.0,234.0,15.0,,24.0,8.0,115.0,203.0,5.0,300.0,,51
