,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
U.S. Virgin Islands,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Uganda,477.0,0.0,0.0,6.0,3.0,61.0,7.0,6.0,5.0,3.0,35.0,25.0,5.0,,15.0,10.0,0.0,,,0.0,,35.0,41.0,8.0,15.0,0.0,,0.0,0.0,,3.0,35.0,,16.0,21.0,0.0,9.0,,,18.0,,8.0,0.0,4.0,30.0,0.0,,5.0,,16.0,5.0,,6.0,0.0,7
Ukraine,10184.0,19.0,15.0,39.0,9.0,1365.0,119.0,78.0,17.0,4.0,371.0,139.0,9.0,17.0,521.0,50.0,5.0,20.0,25.0,9.0,10.0,175.0,319.0,124.0,139.0,6.0,74.0,9.0,19.0,21.0,31.0,554.0,8.0,3246.0,127.0,0.0,347.0,14.0,172.0,618.0,17.0,35.0,10.0,29.0,117.0,0.0,0.0,32.0,,123.0,850.0,,48.0,5.0,69
United Arab Emirates,277.0,0.0,0.0,5.0,,34.0,,,0.0,0.0,19.0,19.0,0.0,0.0,17.0,3.0,0.0,3.0,0.0,,0.0,3.0,7.0,23.0,13.0,0.0,,0.0,0.0,,,19.0,0.0,36.0,10.0,0.0,,,,8.0,0.0,4.0,0.0,0.0,17.0,0.0,,0.0,,12.0,,0.0,4.0,0.0,2
United Kingdom,9104.0,60.0,11.0,183.0,19.0,1580.0,126.0,146.0,30.0,29.0,1443.0,351.0,42.0,28.0,203.0,73.0,3.0,40.0,34.0,25.0,20.0,211.0,292.0,197.0,75.0,12.0,53.0,12.0,19.0,99.0,86.0,397.0,33.0,798.0,301.0,7.0,180.0,32.0,81.0,276.0,24.0,133.0,4.0,69.0,508.0,0.0,7.0,49.0,17.0,327.0,184.0,15.0,56.0,5.0,99
United States,57.0,0.0,0.0,3.0,0.0,6.0,,0.0,0.0,,4.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,7.0,0.0,6.0,,0.0,,0.0,0.0,3.0,0.0,,0.0,,,0.0,0.0,,0.0,9.0,,0.0,0.0,0.0,2
Uruguay,579.0,,,4.0,0.0,53.0,,16.0,0.0,5.0,180.0,12.0,,,,,0.0,0.0,,,,11.0,17.0,4.0,,0.0,0.0,0.0,,4.0,5.0,88.0,0.0,74.0,5.0,,4.0,,,3.0,0.0,5.0,0.0,,22.0,0.0,8.0,6.0,0.0,22.0,0.0,,,0.0,6
Uzbekistan,1821.0,0.0,,25.0,0.0,150.0,15.0,5.0,0.0,0.0,66.0,47.0,3.0,0.0,27.0,4.0,0.0,3.0,0.0,0.0,,22.0,33.0,5.0,7.0,,8.0,,5.0,4.0,,52.0,0.0,1125.0,7.0,0.0,37.0,,16.0,44.0,,0.0,0.0,3.0,14.0,0.0,3.0,,0.0,25.0,33.0,0.0,8.0,,13
Venezuela,4476.0,20.0,7.0,25.0,6.0,213.0,26.0,28.0,7.0,6.0,2438.0,139.0,17.0,,51.0,14.0,,9.0,6.0,20.0,,50.0,91.0,26.0,12.0,4.0,16.0,0.0,12.0,12.0,13.0,173.0,3.0,285.0,89.0,,36.0,35.0,12.0,65.0,17.0,26.0,,18.0,214.0,0.0,40.0,36.0,,72.0,29.0,0.0,13.0,0.0,38
Vietnam,29917.0,159.0,17.0,344.0,77.0,10194.0,379.0,153.0,19.0,26.0,1237.0,1573.0,195.0,25.0,544.0,148.0,78.0,329.0,147.0,260.0,40.0,399.0,1418.0,274.0,640.0,51.0,325.0,,191.0,185.0,106.0,413.0,98.0,715.0,724.0,14.0,315.0,232.0,403.0,1235.0,23.0,150.0,7.0,139.0,2811.0,0.0,15.0,122.0,55.0,1169.0,1205.0,19.0,65.0,,449
Yemen,989.0,7.0,0.0,0.0,0.0,186.0,,11.0,,0.0,9.0,,0.0,0.0,26.0,17.0,0.0,,0.0,,,6.0,3.0,268.0,7.0,,0.0,0.0,0.0,0.0,0.0,8.0,0.0,363.0,17.0,0.0,,,3.0,,0.0,,0.0,6.0,7.0,0.0,0.0,0.0,0.0,17.0,4.0,0.0,,0.0,6
Zambia,239.0,,0.0,5.0,,40.0,6.0,,0.0,,24.0,28.0,0.0,0.0,8.0,,0.0,,0.0,0.0,0.0,9.0,6.0,4.0,,3.0,4.0,0.0,0.0,,3.0,5.0,,13.0,15.0,0.0,,,3.0,16.0,0.0,5.0,3.0,3.0,17.0,0.0,0.0,,0.0,4.0,,0.0,0.0,0.0,1
Zimbabwe,322.0,,0.0,8.0,,52.0,7.0,3.0,,,24.0,28.0,0.0,,10.0,6.0,0.0,3.0,0.0,0.0,0.0,8.0,9.0,8.0,3.0,0.0,0.0,,,6.0,,13.0,,21.0,14.0,0.0,5.0,,7.0,10.0,,4.0,0.0,6.0,28.0,0.0,0.0,0.0,0.0,11.0,7.0,0.0,4.0,0.0,2
Unknown,880.0,4.0,2.0,9.0,5.0,72.0,9.0,5.0,0.0,0.0,129.0,20.0,5.0,1.0,103.0,10.0,0.0,8.0,8.0,12.0,1.0,8.0,7.0,32.0,13.0,3.0,3.0,1.0,2.0,4.0,2.0,14.0,4.0,29.0,23.0,1.0,47.0,2.0,7.0,11.0,1.0,10.0,0.0,9.0,85.0,0.0,5.0,3.0,0.0,30.0,12.0,0.0,10.0,0.0,99
