,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
Denmark,210.0,,,3.0,0.0,52.0,6.0,,,,26.0,5.0,0.0,,0.0,3.0,0.0,,0.0,0.0,0.0,0.0,4.0,3.0,4.0,,0.0,3.0,0.0,,4.0,,7.0,,13.0,0.0,0.0,,5.0,,5.0,0.0,,3.0,,4.0,15.0,0.0,,4.0,,4.0,6.0,0.0,5.0,0.0,1
Djibouti,25.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0
Dominica,975.0,,4.0,3.0,,21.0,,15.0,4.0,0.0,200.0,34.0,0.0,,0.0,12.0,,0.0,0.0,,,,37.0,38.0,3.0,,0.0,0.0,0.0,0.0,4.0,0.0,77.0,,170.0,7.0,0.0,3.0,,0.0,8.0,3.0,,3.0,0.0,,47.0,0.0,218.0,,0.0,15.0,4.0,0.0,0.0,0.0,24
Dominican Republic,35251.0,8.0,36.0,48.0,,142.0,22.0,428.0,29.0,54.0,4366.0,215.0,,12.0,4.0,99.0,40.0,7.0,16.0,15.0,49.0,16.0,307.0,3794.0,93.0,22.0,3.0,25.0,,9.0,34.0,131.0,5711.0,4.0,14618.0,193.0,,153.0,5.0,8.0,1292.0,1600.0,863.0,27.0,,35.0,184.0,10.0,144.0,24.0,4.0,157.0,23.0,5.0,28.0,,132
East Timor,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ecuador,11908.0,7.0,3.0,73.0,9.0,785.0,35.0,304.0,7.0,8.0,1920.0,116.0,,8.0,7.0,428.0,23.0,20.0,31.0,16.0,22.0,,178.0,178.0,18.0,68.0,,18.0,,6.0,34.0,15.0,2562.0,15.0,3909.0,106.0,7.0,29.0,8.0,13.0,187.0,28.0,24.0,34.0,0.0,34.0,242.0,,0.0,58.0,5.0,185.0,25.0,,24.0,,64
Egypt,4165.0,9.0,3.0,39.0,7.0,626.0,18.0,39.0,5.0,16.0,246.0,52.0,0.0,0.0,,122.0,33.0,12.0,11.0,5.0,16.0,3.0,84.0,102.0,70.0,50.0,7.0,29.0,,5.0,28.0,10.0,881.0,8.0,492.0,63.0,,125.0,10.0,25.0,160.0,,18.0,28.0,,129.0,190.0,,,,,289.0,34.0,3.0,13.0,0.0,39
El Salvador,35796.0,26.0,22.0,348.0,255.0,17594.0,174.0,82.0,19.0,202.0,1141.0,394.0,,16.0,21.0,326.0,121.0,114.0,95.0,20.0,60.0,8.0,1896.0,823.0,28.0,78.0,7.0,61.0,0.0,111.0,706.0,9.0,1148.0,24.0,2433.0,285.0,0.0,53.0,34.0,130.0,115.0,23.0,42.0,48.0,9.0,77.0,3763.0,6.0,,166.0,0.0,2344.0,156.0,12.0,31.0,0.0,137
Equatorial Guinea,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
Eritrea,694.0,0.0,0.0,9.0,0.0,147.0,22.0,,,8.0,15.0,41.0,0.0,0.0,0.0,10.0,12.0,,0.0,4.0,,,50.0,24.0,5.0,30.0,0.0,13.0,0.0,,15.0,0.0,5.0,0.0,17.0,6.0,0.0,26.0,,12.0,10.0,0.0,0.0,0.0,,7.0,49.0,0.0,0.0,,0.0,77.0,62.0,0.0,,0.0,5
Estonia,221.0,0.0,0.0,,0.0,41.0,3.0,3.0,0.0,0.0,24.0,6.0,0.0,0.0,,8.0,,,0.0,,,0.0,4.0,8.0,,5.0,0.0,0.0,3.0,,,0.0,10.0,0.0,19.0,,0.0,5.0,0.0,8.0,6.0,0.0,0.0,3.0,0.0,,5.0,,,,0.0,9.0,28.0,,0.0,,2
Ethiopia,7160.0,4.0,,70.0,,865.0,334.0,10.0,3.0,174.0,96.0,524.0,,0.0,,132.0,27.0,15.0,54.0,9.0,12.0,9.0,838.0,178.0,39.0,640.0,,67.0,0.0,14.0,243.0,,65.0,4.0,127.0,70.0,,206.0,17.0,98.0,147.0,0.0,0.0,7.0,56.0,142.0,556.0,,,16.0,,908.0,294.0,7.0,15.0,0.0,56
Fiji,1508.0,3.0,,10.0,0.0,1224.0,3.0,,0.0,0.0,4.0,5.0,0.0,11.0,0.0,3.0,0.0,0.0,,0.0,,0.0,,3.0,4.0,,0.0,0.0,,0.0,14.0,0.0,5.0,0.0,3.0,5.0,0.0,5.0,0.0,38.0,,0.0,0.0,,0.0,0.0,25.0,0.0,0.0,10.0,0.0,4.0,106.0,0.0,,0.0,5
Finland,549.0,,,19.0,,104.0,19.0,19.0,0.0,0.0,84.0,17.0,0.0,0.0,0.0,16.0,3.0,3.0,,0.0,0.0,0.0,11.0,24.0,8.0,16.0,0.0,,3.0,0.0,4.0,0.0,25.0,,32.0,7.0,0.0,5.0,,11.0,10.0,0.0,,5.0,0.0,,27.0,,0.0,5.0,0.0,25.0,22.0,0.0,8.0,,3
France,2765.0,6.0,3.0,54.0,4.0,745.0,50.0,29.0,,16.0,324.0,56.0,,14.0,6.0,62.0,22.0,6.0,11.0,9.0,14.0,5.0,87.0,87.0,32.0,37.0,,17.0,,4.0,37.0,18.0,130.0,8.0,246.0,27.0,,20.0,,34.0,82.0,6.0,11.0,29.0,0.0,12.0,154.0,,,16.0,12.0,129.0,42.0,,20.0,3.0,13
French Guiana,8.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
French Polynesia,15.0,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,1
Gabon,24.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Gambia,330.0,,,5.0,0.0,12.0,,3.0,,,6.0,39.0,0.0,0.0,0.0,9.0,0.0,,3.0,6.0,0.0,,36.0,3.0,9.0,10.0,0.0,,0.0,,0.0,,4.0,0.0,53.0,8.0,0.0,16.0,0.0,,8.0,0.0,5.0,0.0,0.0,5.0,12.0,0.0,0.0,,0.0,8.0,35.0,0.0,12.0,0.0,4
Georgia,627.0,0.0,0.0,0.0,0.0,153.0,8.0,13.0,0.0,,20.0,9.0,0.0,0.0,,25.0,,0.0,,,0.0,,16.0,13.0,6.0,5.0,0.0,4.0,0.0,,7.0,,88.0,0.0,139.0,7.0,0.0,13.0,0.0,12.0,19.0,0.0,4.0,0.0,0.0,,7.0,0.0,0.0,,0.0,12.0,31.0,0.0,,0.0,3
Germany,4708.0,42.0,16.0,125.0,14.0,804.0,159.0,51.0,8.0,9.0,534.0,159.0,,40.0,18.0,156.0,38.0,19.0,23.0,44.0,13.0,23.0,120.0,107.0,114.0,33.0,6.0,60.0,12.0,12.0,51.0,23.0,209.0,26.0,248.0,73.0,,90.0,33.0,72.0,136.0,7.0,8.0,74.0,5.0,59.0,345.0,10.0,0.0,36.0,15.0,210.0,112.0,7.0,57.0,6.0,33
Ghana,4557.0,6.0,,20.0,8.0,157.0,87.0,93.0,21.0,11.0,70.0,212.0,0.0,3.0,0.0,180.0,11.0,9.0,8.0,17.0,6.0,4.0,443.0,306.0,31.0,68.0,5.0,16.0,0.0,4.0,12.0,6.0,513.0,6.0,779.0,82.0,0.0,277.0,34.0,10.0,97.0,,22.0,8.0,,36.0,217.0,8.0,0.0,14.0,3.0,548.0,31.0,7.0,13.0,,31
Gibraltar,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Greece,1314.0,7.0,0.0,11.0,0.0,145.0,7.0,32.0,4.0,,105.0,13.0,0.0,,,114.0,4.0,3.0,5.0,3.0,,4.0,52.0,114.0,35.0,9.0,0.0,8.0,,,7.0,5.0,113.0,4.0,201.0,32.0,0.0,54.0,,5.0,67.0,0.0,4.0,19.0,0.0,6.0,34.0,0.0,0.0,3.0,,40.0,20.0,,7.0,0.0,6
Grenada,850.0,0.0,0.0,3.0,,16.0,3.0,5.0,,4.0,95.0,13.0,0.0,,0.0,6.0,0.0,0.0,,,,0.0,27.0,15.0,0.0,,0.0,,0.0,0.0,,,47.0,0.0,518.0,9.0,0.0,,0.0,,15.0,0.0,0.0,8.0,,0.0,20.0,,10.0,0.0,0.0,13.0,,0.0,0.0,0.0,4
Guadeloupe,39.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Guatemala,17087.0,17.0,6.0,252.0,55.0,8833.0,107.0,129.0,14.0,28.0,1160.0,176.0,,5.0,21.0,657.0,56.0,48.0,40.0,16.0,67.0,7.0,397.0,481.0,29.0,53.0,9.0,28.0,,99.0,308.0,9.0,636.0,34.0,831.0,80.0,,35.0,50.0,127.0,79.0,12.0,271.0,38.0,17.0,64.0,898.0,,0.0,134.0,,486.0,90.0,3.0,28.0,0.0,60
Guinea,225.0,0.0,0.0,,0.0,7.0,6.0,,0.0,3.0,4.0,22.0,0.0,0.0,0.0,,11.0,,0.0,0.0,0.0,0.0,20.0,11.0,5.0,3.0,0.0,,0.0,0.0,0.0,0.0,15.0,,34.0,4.0,0.0,11.0,0.0,,19.0,0.0,4.0,0.0,0.0,,6.0,,0.0,0.0,0.0,16.0,7.0,0.0,0.0,0.0,4
Guinea-Bissau,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Guyana,8290.0,4.0,4.0,13.0,0.0,107.0,9.0,114.0,24.0,22.0,1232.0,266.0,0.0,5.0,0.0,26.0,5.0,,8.0,3.0,4.0,0.0,296.0,64.0,17.0,100.0,,6.0,0.0,5.0,9.0,,888.0,,4529.0,53.0,0.0,35.0,4.0,,136.0,3.0,4.0,12.0,0.0,14.0,87.0,6.0,3.0,,,85.0,9.0,3.0,9.0,0.0,56
Haiti,21229.0,8.0,3.0,29.0,,98.0,12.0,318.0,62.0,14.0,11675.0,515.0,,10.0,4.0,133.0,23.0,,8.0,17.0,39.0,3.0,251.0,1999.0,28.0,6.0,4.0,32.0,,,24.0,17.0,1595.0,3.0,3241.0,57.0,,33.0,0.0,7.0,441.0,6.0,56.0,30.0,,28.0,57.0,13.0,6.0,4.0,0.0,104.0,21.0,0.0,3.0,,181
Honduras,8794.0,19.0,,80.0,15.0,1383.0,54.0,54.0,5.0,13.0,2273.0,133.0,,7.0,5.0,168.0,49.0,31.0,21.0,14.0,365.0,,213.0,258.0,29.0,28.0,11.0,46.0,,30.0,74.0,3.0,602.0,7.0,1008.0,123.0,0.0,37.0,22.0,29.0,92.0,26.0,25.0,35.0,5.0,63.0,840.0,8.0,0.0,31.0,,285.0,49.0,3.0,29.0,0.0,86
Hong Kong,4940.0,5.0,6.0,51.0,,2409.0,22.0,22.0,9.0,5.0,117.0,48.0,9.0,77.0,,106.0,7.0,9.0,15.0,7.0,10.0,0.0,99.0,174.0,25.0,34.0,5.0,24.0,0.0,0.0,61.0,6.0,171.0,3.0,686.0,15.0,0.0,42.0,8.0,41.0,84.0,4.0,5.0,17.0,,9.0,185.0,0.0,0.0,15.0,,71.0,178.0,0.0,23.0,0.0,15
Hungary,1089.0,6.0,3.0,21.0,,221.0,15.0,24.0,,,212.0,18.0,0.0,6.0,,30.0,8.0,,0.0,5.0,,0.0,17.0,23.0,20.0,5.0,3.0,8.0,,,29.0,5.0,75.0,3.0,84.0,9.0,0.0,29.0,,12.0,41.0,,5.0,,3.0,10.0,44.0,,0.0,8.0,0.0,35.0,20.0,,12.0,0.0,6
Iceland,83.0,,0.0,,0.0,19.0,3.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,3.0,7.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,5.0,0.0,0.0,0.0,0.0,5.0,4.0,,0.0,0.0,0
India,65971.0,227.0,12.0,768.0,202.0,14126.0,524.0,825.0,214.0,27.0,2123.0,1962.0,0.0,22.0,33.0,4914.0,590.0,235.0,372.0,289.0,157.0,35.0,1884.0,1650.0,2274.0,633.0,98.0,523.0,,154.0,186.0,197.0,9737.0,56.0,3488.0,730.0,11.0,1777.0,226.0,475.0,2782.0,4.0,47.0,372.0,21.0,607.0,4839.0,5.0,22.0,110.0,25.0,3488.0,1106.0,65.0,449.0,,267
Indonesia,1823.0,4.0,0.0,32.0,3.0,893.0,48.0,7.0,3.0,3.0,57.0,36.0,,5.0,3.0,38.0,5.0,,8.0,9.0,5.0,,42.0,27.0,20.0,12.0,,9.0,4.0,,21.0,4.0,42.0,4.0,66.0,11.0,0.0,26.0,11.0,34.0,50.0,0.0,4.0,,0.0,7.0,123.0,,,6.0,0.0,47.0,64.0,,12.0,,5
Iran,11813.0,30.0,,217.0,16.0,6330.0,122.0,56.0,10.0,17.0,287.0,256.0,0.0,12.0,13.0,213.0,32.0,14.0,51.0,50.0,29.0,6.0,524.0,153.0,117.0,53.0,4.0,93.0,,14.0,119.0,5.0,171.0,21.0,402.0,70.0,3.0,110.0,66.0,109.0,109.0,,13.0,21.0,,95.0,719.0,0.0,0.0,81.0,,644.0,222.0,12.0,32.0,,62
Iraq,5057.0,7.0,0.0,278.0,,709.0,81.0,21.0,0.0,3.0,101.0,107.0,0.0,0.0,15.0,320.0,27.0,10.0,13.0,66.0,11.0,3.0,25.0,81.0,1212.0,50.0,,127.0,0.0,205.0,33.0,19.0,37.0,18.0,94.0,9.0,5.0,72.0,9.0,54.0,70.0,,8.0,12.0,0.0,326.0,294.0,,0.0,63.0,,258.0,100.0,4.0,15.0,,77
Ireland,2179.0,5.0,,37.0,0.0,398.0,21.0,46.0,3.0,5.0,169.0,37.0,0.0,5.0,3.0,145.0,11.0,,4.0,19.0,7.0,5.0,35.0,238.0,17.0,11.0,,6.0,0.0,3.0,13.0,21.0,131.0,3.0,410.0,23.0,0.0,32.0,3.0,16.0,83.0,,13.0,13.0,0.0,8.0,62.0,0.0,0.0,6.0,3.0,53.0,27.0,,15.0,0.0,6
Israel,2933.0,10.0,5.0,53.0,6.0,684.0,21.0,20.0,,5.0,367.0,35.0,0.0,3.0,,101.0,14.0,4.0,11.0,8.0,8.0,,71.0,102.0,43.0,13.0,,30.0,0.0,,49.0,,252.0,8.0,495.0,25.0,,65.0,,17.0,60.0,,,21.0,,17.0,132.0,0.0,3.0,5.0,,65.0,25.0,0.0,11.0,0.0,52
Italy,2991.0,5.0,,60.0,8.0,474.0,23.0,85.0,7.0,5.0,311.0,45.0,,6.0,5.0,145.0,12.0,,8.0,,5.0,4.0,56.0,165.0,86.0,16.0,3.0,10.0,3.0,,19.0,6.0,324.0,,567.0,17.0,0.0,53.0,0.0,7.0,123.0,9.0,17.0,16.0,0.0,9.0,78.0,7.0,,14.0,,89.0,37.0,,19.0,,17
Jamaica,21324.0,17.0,6.0,40.0,8.0,372.0,35.0,885.0,85.0,61.0,7133.0,1096.0,5.0,26.0,,232.0,38.0,9.0,19.0,18.0,22.0,8.0,758.0,553.0,115.0,21.0,14.0,32.0,0.0,10.0,18.0,6.0,1606.0,4.0,6170.0,132.0,3.0,127.0,14.0,19.0,570.0,0.0,37.0,53.0,,41.0,312.0,15.0,12.0,3.0,9.0,310.0,31.0,10.0,40.0,0.0,159
Japan,2712.0,12.0,4.0,39.0,,1178.0,31.0,11.0,4.0,,76.0,33.0,14.0,234.0,,54.0,12.0,4.0,4.0,8.0,7.0,,38.0,36.0,29.0,12.0,0.0,12.0,,6.0,53.0,,131.0,7.0,231.0,18.0,0.0,30.0,7.0,45.0,32.0,0.0,3.0,15.0,,12.0,67.0,,,20.0,,63.0,82.0,3.0,9.0,,11
Jordan,2632.0,14.0,0.0,45.0,3.0,447.0,15.0,10.0,3.0,,163.0,26.0,0.0,5.0,,320.0,30.0,,11.0,27.0,44.0,,47.0,25.0,108.0,16.0,6.0,38.0,0.0,5.0,13.0,3.0,216.0,11.0,149.0,38.0,0.0,128.0,13.0,22.0,74.0,5.0,,14.0,,38.0,250.0,0.0,6.0,11.0,,132.0,21.0,0.0,34.0,0.0,36
Kazakhstan,908.0,,4.0,20.0,,158.0,29.0,8.0,0.0,3.0,36.0,14.0,0.0,0.0,0.0,30.0,4.0,,3.0,,0.0,5.0,19.0,41.0,6.0,18.0,,8.0,,0.0,,0.0,48.0,0.0,106.0,6.0,0.0,14.0,4.0,60.0,37.0,0.0,,6.0,4.0,,30.0,,0.0,8.0,,40.0,110.0,0.0,5.0,,5
Kenya,2218.0,20.0,4.0,32.0,8.0,253.0,21.0,10.0,26.0,8.0,111.0,140.0,0.0,,,58.0,26.0,20.0,64.0,8.0,5.0,,148.0,120.0,22.0,111.0,0.0,50.0,0.0,9.0,17.0,10.0,168.0,4.0,64.0,43.0,0.0,47.0,18.0,13.0,55.0,0.0,6.0,19.0,3.0,23.0,268.0,,0.0,7.0,,83.0,49.0,,16.0,3.0,17
Kiribati,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0
Korea,22759.0,54.0,57.0,170.0,17.0,8360.0,334.0,108.0,47.0,8.0,369.0,919.0,91.0,354.0,15.0,803.0,75.0,39.0,75.0,52.0,24.0,7.0,1076.0,235.0,271.0,57.0,14.0,74.0,9.0,20.0,226.0,15.0,1844.0,14.0,1621.0,186.0,4.0,140.0,50.0,215.0,649.0,,13.0,49.0,3.0,126.0,954.0,40.0,,47.0,4.0,1715.0,926.0,9.0,39.0,6.0,127
Kosovo,89.0,0.0,0.0,6.0,0.0,,4.0,,0.0,,,9.0,0.0,0.0,0.0,5.0,0.0,,0.0,,0.0,0.0,,0.0,7.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.0,0.0,12.0,5.0,0.0,,0.0,4.0,3.0,0.0,0.0,0.0,,,10.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1
Kuwait,1031.0,8.0,0.0,27.0,,182.0,8.0,3.0,,,82.0,20.0,0.0,3.0,,62.0,6.0,5.0,13.0,7.0,22.0,0.0,20.0,17.0,39.0,9.0,,12.0,0.0,,,4.0,55.0,,39.0,29.0,,51.0,7.0,13.0,19.0,,,8.0,,20.0,133.0,0.0,4.0,,0.0,57.0,7.0,,11.0,0.0,9
Kyrgyzstan,361.0,0.0,6.0,3.0,0.0,48.0,6.0,,0.0,0.0,15.0,5.0,0.0,,0.0,7.0,,0.0,,,,0.0,8.0,23.0,4.0,5.0,0.0,,,,,0.0,13.0,,39.0,0.0,0.0,3.0,,28.0,10.0,0.0,0.0,,0.0,4.0,6.0,6.0,0.0,5.0,0.0,8.0,86.0,,0.0,0.0,2
Laos,5553.0,15.0,24.0,43.0,86.0,1641.0,93.0,45.0,3.0,0.0,90.0,174.0,0.0,35.0,34.0,97.0,17.0,89.0,92.0,5.0,19.0,7.0,25.0,103.0,114.0,642.0,5.0,30.0,,30.0,40.0,13.0,22.0,14.0,66.0,215.0,0.0,78.0,36.0,118.0,47.0,,66.0,61.0,23.0,107.0,215.0,,0.0,68.0,,63.0,160.0,3.0,535.0,0.0,40
Latvia,455.0,3.0,,5.0,0.0,61.0,11.0,8.0,,0.0,32.0,6.0,0.0,,0.0,34.0,7.0,0.0,0.0,3.0,0.0,0.0,7.0,12.0,12.0,13.0,,3.0,0.0,6.0,,0.0,31.0,,76.0,10.0,,4.0,,17.0,17.0,0.0,0.0,,,4.0,18.0,0.0,0.0,,,7.0,26.0,,6.0,0.0,1
Lebanon,3399.0,10.0,0.0,47.0,6.0,733.0,27.0,31.0,3.0,6.0,196.0,50.0,0.0,3.0,,73.0,12.0,5.0,15.0,7.0,24.0,5.0,45.0,277.0,629.0,28.0,5.0,15.0,0.0,4.0,28.0,20.0,131.0,4.0,162.0,23.0,0.0,126.0,11.0,34.0,65.0,4.0,22.0,12.0,0.0,24.0,258.0,,,9.0,7.0,140.0,27.0,5.0,5.0,0.0,22
Lesotho,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0
Liberia,2468.0,5.0,0.0,17.0,,74.0,11.0,21.0,30.0,5.0,41.0,165.0,0.0,6.0,,33.0,18.0,14.0,0.0,10.0,,,226.0,115.0,45.0,296.0,0.0,24.0,,5.0,3.0,,260.0,0.0,147.0,72.0,0.0,52.0,10.0,4.0,355.0,0.0,116.0,16.0,,19.0,97.0,,0.0,,0.0,98.0,4.0,,19.0,0.0,21
Libya,198.0,,0.0,3.0,0.0,42.0,9.0,4.0,0.0,0.0,10.0,6.0,,0.0,0.0,8.0,5.0,,0.0,3.0,0.0,0.0,,,10.0,,0.0,3.0,0.0,,0.0,0.0,11.0,0.0,8.0,3.0,0.0,8.0,,6.0,7.0,0.0,,,0.0,,17.0,0.0,0.0,0.0,0.0,11.0,5.0,0.0,,,1
Liechtenstein,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Lithuania,969.0,0.0,,4.0,0.0,79.0,22.0,18.0,,,62.0,23.0,0.0,,,395.0,4.0,,,3.0,,,21.0,29.0,12.0,11.0,0.0,,0.0,,4.0,,73.0,4.0,72.0,4.0,,14.0,,9.0,13.0,0.0,,,0.0,,11.0,0.0,0.0,4.0,,20.0,17.0,,13.0,0.0,2
Luxembourg,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0
Macau,181.0,0.0,0.0,0.0,0.0,101.0,3.0,0.0,,0.0,,,0.0,9.0,0.0,5.0,0.0,0.0,0.0,,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,0.0,22.0,0.0,0.0,3.0,0.0,,4.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,0.0,,4.0,0.0,,0.0,0
Macedonia,756.0,,11.0,11.0,0.0,25.0,,28.0,0.0,0.0,30.0,3.0,0.0,0.0,0.0,102.0,31.0,,,,,,4.0,,102.0,3.0,0.0,5.0,0.0,0.0,4.0,0.0,171.0,,100.0,3.0,0.0,33.0,,6.0,14.0,0.0,0.0,0.0,,3.0,13.0,0.0,0.0,0.0,,11.0,3.0,,19.0,0.0,5
Madagascar,43.0,0.0,0.0,,0.0,7.0,0.0,,0.0,,3.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,9.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,7.0,0.0,0.0,0.0,0.0,0
Malawi,64.0,0.0,0.0,,,13.0,0.0,,0.0,0.0,,8.0,0.0,0.0,0.0,3.0,,0.0,0.0,3.0,0.0,0.0,4.0,4.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,,6.0,0.0,0.0,0.0,0.0,5.0,,0.0,0.0,0.0,0
Malaysia,1705.0,9.0,0.0,31.0,5.0,500.0,16.0,21.0,,5.0,54.0,46.0,,16.0,3.0,53.0,17.0,4.0,21.0,9.0,7.0,0.0,28.0,38.0,12.0,24.0,5.0,23.0,0.0,5.0,18.0,3.0,97.0,,236.0,12.0,0.0,33.0,19.0,18.0,35.0,0.0,,4.0,,17.0,132.0,0.0,,5.0,,51.0,50.0,,5.0,0.0,6
